Gene,X,Transcript.stable.ID,Plasmodium.falciparum.3D7.gene.stable.ID,X.id..query.gene.identical.to.target.Plasmodium.falciparum.3D7.gene,Plasmodium.knowlesi.gene.stable.ID,X.id..query.gene.identical.to.target.Plasmodium.knowlesi.gene,X.id..target.Plasmodium.falciparum.3D7.gene.identical.to.query.gene,X.id..target.Plasmodium.knowlesi.gene.identical.to.query.gene,Plasmodium.falciparum.3D7.orthology.confidence..0.low..1.high.,Plasmodium.knowlesi.orthology.confidence..0.low..1.high.,orth_name,Transcript.count,Plasmodium.falciparum.3D7.homology.type,Plasmodium.knowlesi.homology.type,Pm,Po,Pv,Pg,Py,Pc,Pcyb
PBANKA_1363600,PBANKA_136360,CDS51147,PF3D7_1350800,58.5366,PKH_120310,58.3026,52.7473,57.8755,1,1,ORTH_1591,1,ortholog_one2one,ortholog_one2one,PmUG01_12014100,PocGH01_12012400,PVX_083435,PGAL8A_00261900,PY17X_1369300,PCHAS_1368200,PCYB_121290
PBANKA_1363700,PBANKA_136370,CDS51148,PF3D7_1350900,54.3186,PKH_125850,38.5965,50.2664,46.8917,1,0,ORTH_1592,1,ortholog_one2one,ortholog_one2one,PmUG01_12014000,PocGH01_12012300,PVX_083440,PGAL8A_00262000,PY17X_1369400,PCHAS_1368300,PCYB_121280
PBANKA_1363900,PBANKA_136390,CDS51152,PF3D7_1351100,73.0769,PKH_120280,78.2051,73.5484,78.7097,1,1,ORTH_1594,1,ortholog_one2one,ortholog_one2one,PmUG01_12013800,PocGH01_12012100,PVX_083450,PGAL8A_00262200,PY17X_1369600,PCHAS_1368500,PCYB_121260
PBANKA_1364000,PBANKA_136400,CDS51154,PF3D7_1351200,53.871,PKH_120270,58.2079,57.5465,55.9614,1,1,ORTH_1595,1,ortholog_one2one,ortholog_one2one,PmUG01_12013700,PocGH01_12012000,PVX_083455,PGAL8A_00262300,PY17X_1369700,PCHAS_1368600,PCYB_121250
PBANKA_1364100,PBANKA_136410,CDS51156,PF3D7_1351300,29.558,PKH_120260,29.2017,29.1553,37.8747,1,1,ORTH_1596,1,ortholog_one2one,ortholog_one2one,PmUG01_12013600,PocGH01_12011900,PVX_083460,PGAL8A_00262400,PY17X_1369800,PCHAS_1368700,PCYB_121240
PBANKA_1364200,PBANKA_136420,CDS51158,PF3D7_1351400,81.2808,PKH_120250,81.5,83.3333,82.3232,1,1,ORTH_1597,1,ortholog_one2one,ortholog_one2one,PmUG01_12013500,PocGH01_12011800,PVX_083465,PGAL8A_00262500,PY17X_1369900,PCHAS_1368800,PCYB_121230
PBANKA_1364300,PBANKA_136430,CDS51160,PF3D7_1351600,78.6427,PKH_120240,80.4391,78.6427,80.4391,1,1,ORTH_1598,1,ortholog_one2one,ortholog_one2one,PmUG01_12013300,PocGH01_12011600,PVX_083470,PGAL8A_00262700,PY17X_1370100,PCHAS_1368900,PCYB_121220
PBANKA_1364400,PBANKA_136440,CDS51162,PF3D7_1351700,32.3976,PKH_120230,34.3899,38.1591,38.7846,1,1,ORTH_1599,1,ortholog_one2one,ortholog_one2one,PmUG01_12013200,PocGH01_12011500,PVX_083475,PGAL8A_00262800,PY17X_1370200,PCHAS_1369000,PCYB_121210
PBANKA_1364600,PBANKA_136460,CDS51165,PF3D7_1351900,33.9806,PKH_120210,29.6569,33.8164,29.2271,1,1,ORTH_1600,1,ortholog_one2one,ortholog_one2one,PmUG01_12013000,PocGH01_12011300,PVX_083485,PGAL8A_00263000,PY17X_1370400,PCHAS_1369200,PCYB_121190
PBANKA_1364700,PBANKA_136470,CDS51167,PF3D7_1352000,37.986,PKH_120200,39.3144,42.737,41.1666,1,1,ORTH_1601,1,ortholog_one2one,ortholog_one2one,PmUG01_12012900,PocGH01_12011200,PVX_083490,PGAL8A_00263100,PY17X_1370500,PCHAS_1369300,PCYB_121180
PBANKA_1364800,PBANKA_136480,CDS51169,PF3D7_1352100,55.6721,PKH_120190,57.8411,58.0517,56.4612,1,1,ORTH_1602,1,ortholog_one2one,ortholog_one2one,PmUG01_12012800,PocGH01_12011100,PVX_083495,PGAL8A_00263200,PY17X_1370600,PCHAS_1369400,PCYB_121170
PBANKA_1364900,PBANKA_136490,CDS51171,PF3D7_1352200,54.0948,PKH_120180,48.8223,54.0948,49.1379,1,0,ORTH_1603,1,ortholog_one2one,ortholog_one2one,PmUG01_12012700,PocGH01_12011000,PVX_083500,PGAL8A_00263300,PY17X_1370700,PCHAS_1369500,PCYB_121160
PBANKA_1365000,PBANKA_136500,CDS51173,PF3D7_1352300,37.1941,PKH_120170,34.9418,40.9336,37.702,1,1,ORTH_1604,1,ortholog_one2one,ortholog_one2one,PmUG01_12012600,PocGH01_12010900,PVX_083505,PGAL8A_00263400,PY17X_1370800,PCHAS_1369600,PCYB_121150
PBANKA_1365100,PBANKA_136510,CDS51174,PF3D7_1352400,53.9523,PKH_120160,61.178,58.5432,62.2192,1,1,ORTH_1605,1,ortholog_one2one,ortholog_one2one,PmUG01_12012500,PocGH01_12010800,PVX_083510,PGAL8A_00263500,PY17X_1370900,PCHAS_1369700,PCYB_121140
PBANKA_1365200,PBANKA_136520,CDS51176,PF3D7_1352500,70.1923,PKH_120150,68.8995,70.8738,69.9029,1,1,ORTH_1606,1,ortholog_one2one,ortholog_one2one,PmUG01_12012400,PocGH01_12010700,PVX_083515,PGAL8A_00263600,PY17X_1371000,PCHAS_1369800,PCYB_121130
PBANKA_1365300,PBANKA_136530,CDS51178,PF3D7_1352700,48.3616,PKH_120120,57.4935,54.3237,59.2018,1,1,ORTH_1607,1,ortholog_one2one,ortholog_one2one,PmUG01_12012200,PocGH01_12010500,PVX_083530,PGAL8A_00263800,PY17X_1371100,PCHAS_1369900,PCYB_121100
PBANKA_1365400,PBANKA_136540,CDS51180,PF3D7_1352800,42.6471,PKH_120110,44.3773,50.3338,48.9987,1,1,ORTH_1608,1,ortholog_one2one,ortholog_one2one,PmUG01_12012100,PocGH01_12010400,PVX_083535,PGAL8A_00263900,PY17X_1371200,PCHAS_1370000,PCYB_121090
PBANKA_1400900,PBANKA_140090,CDS51325,PF3D7_1302400,61.3497,PKH_140090,62.7329,61.3497,61.9632,1,1,ORTH_2,1,ortholog_one2one,ortholog_one2one,PmUG01_14019000,PocGH01_14010400,PVX_121960,PGAL8A_00327800,PY17X_1402500,PCHAS_1402800,PCYB_141190
PBANKA_1401000,PBANKA_140100,CDS51327,PF3D7_1302500,47.0288,PKH_140100,50.6098,49.6345,51.0966,1,1,ORTH_3,1,ortholog_one2one,ortholog_one2one,PmUG01_14019100,PocGH01_14010500,PVX_121965,PGAL8A_00498500,PY17X_1402600,PCHAS_1402900,PCYB_141200
PBANKA_1401100,PBANKA_140110,CDS51329,PF3D7_1302600,56.9343,PKH_140110,76.8786,68.2216,77.551,1,1,ORTH_4,1,ortholog_one2one,ortholog_one2one,PmUG01_14019200,PocGH01_14010600,PVX_121970,PGAL8A_00498600,PY17X_1402700,PCHAS_1403000,PCYB_141210
PBANKA_1401200,PBANKA_140120,CDS51332,PF3D7_1302700,51.788,PKH_140120,53.6386,52.6282,55.4835,1,1,ORTH_5,1,ortholog_one2one,ortholog_one2one,PmUG01_14019300,PocGH01_14010700,PVX_121975,PGAL8A_00498700,PY17X_1402800,PCHAS_1403100,PCYB_141220
PBANKA_1401300,PBANKA_140130,CDS51334,PF3D7_1302800,86.5979,PKH_140130,89.6907,86.5979,89.6907,1,0,ORTH_6,1,ortholog_one2one,ortholog_one2one,PmUG01_14019400,PocGH01_14010800,PVX_121980,PGAL8A_00498800,PY17X_1402900,PCHAS_1403200,PCYB_141230
PBANKA_1401400,PBANKA_140140,CDS51336,PF3D7_1302900,58.75,PKH_140140,54.3624,59.194,61.2091,1,0,ORTH_7,1,ortholog_one2one,ortholog_one2one,PmUG01_14019500,PocGH01_14010900,PVX_121985,PGAL8A_00498900,PY17X_1403000,PCHAS_1403300,PCYB_141240
PBANKA_1401500,PBANKA_140150,CDS51337,PF3D7_1303000,76.0684,PKH_140150,77.7778,76.0684,77.7778,1,1,ORTH_8,1,ortholog_one2one,ortholog_one2one,PmUG01_14019600,PocGH01_14011000,PVX_121990,PGAL8A_00499000,PY17X_1403100,PCHAS_1403400,PCYB_141250
PBANKA_1401600,PBANKA_140160,CDS51340,PF3D7_1303100,61.2613,PKH_140160,65.9193,59.9119,64.7577,1,1,ORTH_9,1,ortholog_one2one,ortholog_one2one,PmUG01_14019700,PocGH01_14011100,PVX_121995,PGAL8A_00499100,PY17X_1403200,PCHAS_1403500,PCYB_141260
PBANKA_1401800,PBANKA_140180,CDS51343,PF3D7_1303300,40,PKH_140180,45.3376,37.9822,41.8398,1,1,ORTH_10,1,ortholog_one2one,ortholog_one2one,PmUG01_14019900,PocGH01_14011300,PVX_122005,PGAL8A_00499300,PY17X_1403400,PCHAS_1403700,PCYB_141280
PBANKA_1402000,PBANKA_140200,CDS51347,PF3D7_1303500,48.75,PKH_140200,56.106,55.4502,57.7014,1,1,ORTH_12,1,ortholog_one2one,ortholog_one2one,PmUG01_14020100,PocGH01_14011500,PVX_122015,PGAL8A_00499500,PY17X_1403600,PCHAS_1403900,PCYB_141300
PBANKA_1402100,PBANKA_140210,CDS51348,PF3D7_1303600,80.315,PKH_140210,83.6066,83.6066,83.6066,1,1,ORTH_13,1,ortholog_one2one,ortholog_one2one,PmUG01_14020200,PocGH01_14011600,PVX_122020,PGAL8A_00499600,PY17X_1403700,PCHAS_1404000,PCYB_141310
PBANKA_1402200,PBANKA_140220,CDS51350,PF3D7_1303700,42.5837,PKH_140220,52.4678,45.8763,50.4124,1,1,ORTH_14,1,ortholog_one2one,ortholog_one2one,PmUG01_14020300,PocGH01_14011700,PVX_122025,PGAL8A_00499700,PY17X_1403800,PCHAS_1404100,PCYB_141320
PBANKA_1402300,PBANKA_140230,CDS51352,PF3D7_1303800,26.2,PKH_140230,31.6227,29.471,33.1958,1,1,ORTH_15,1,ortholog_one2one,ortholog_one2one,PmUG01_14020400,PocGH01_14011800,PVX_122030,PGAL8A_00499800,PY17X_1403900,PCHAS_1404200,PCYB_141330
PBANKA_1402400,PBANKA_140240,CDS51354,PF3D7_1303900,77.8325,PKH_140240,78.8177,77.8325,78.8177,1,1,ORTH_16,1,ortholog_one2one,ortholog_one2one,PmUG01_14020500,PocGH01_14011900,PVX_122035,PGAL8A_00499900,PY17X_1404000,PCHAS_1404300,PCYB_141340
PBANKA_1402500,PBANKA_140250,CDS51356,PF3D7_1304000,48.3398,PKH_140250,62.7302,52.492,61.3998,1,1,ORTH_17,1,ortholog_one2one,ortholog_one2one,PmUG01_14020600,PocGH01_14012000,PVX_122040,PGAL8A_00500000,PY17X_1404100,PCHAS_1404400,PCYB_141350
PBANKA_1402600,PBANKA_140260,CDS51358,PF3D7_1304100,75.6579,PKH_140260,78.6797,76.8374,80.9577,1,1,ORTH_18,1,ortholog_one2one,ortholog_one2one,PmUG01_14020700,PocGH01_14012100,PVX_122045,PGAL8A_00500100,PY17X_1404200,PCHAS_1404500,PCYB_141360
PBANKA_1402800,PBANKA_140280,CDS51362,PF3D7_1304300,44.6009,PKH_140280,52.3316,51.9126,55.1913,1,1,ORTH_19,1,ortholog_one2one,ortholog_one2one,PmUG01_14020900,PocGH01_14012300,PVX_122055,PGAL8A_00500300,PY17X_1404400,PCHAS_1404700,PCYB_141380
PBANKA_1402900,PBANKA_140290,CDS51363,PF3D7_1304400,47.1452,PKH_140290,53.7102,52.5455,55.2727,1,1,ORTH_20,1,ortholog_one2one,ortholog_one2one,PmUG01_14021000,PocGH01_14012400,PVX_122060,PGAL8A_00500400,PY17X_1404500,PCHAS_1404800,PCYB_141390
PBANKA_1403100,PBANKA_140310,CDS51367,PF3D7_1304600,38.062,PKH_140310,44.9683,42.0377,42.4658,1,1,ORTH_21,1,ortholog_one2one,ortholog_one2one,PmUG01_14021200,PocGH01_14012600,PVX_122070,PGAL8A_00500600,PY17X_1404700,PCHAS_1405000,PCYB_141410
PBANKA_1403200,PBANKA_140320,CDS51369,PF3D7_1304700,78.8321,PKH_140320,81.4545,78.5455,81.4545,1,0,ORTH_22,1,ortholog_one2one,ortholog_one2one,PmUG01_14021300,PocGH01_14012700,PVX_122075,PGAL8A_00500700,PY17X_1404800,PCHAS_1405100,PCYB_141420
PBANKA_1403400,PBANKA_140340,CDS51373,PF3D7_1304900,77.7778,PKH_140340,78.5714,77.7778,78.5714,1,1,ORTH_23,1,ortholog_one2one,ortholog_one2one,PmUG01_14021600,PocGH01_14013000,PVX_122080,PGAL8A_00501000,PY17X_1405100,PCHAS_1405300,PCYB_141440
PBANKA_1403500,PBANKA_140350,CDS51375,PF3D7_1305000,51.4537,PKH_140350,56.3991,59.5928,61.0807,1,1,ORTH_24,1,ortholog_one2one,ortholog_one2one,PmUG01_14021700,PocGH01_14013100,PVX_122085,PGAL8A_00501100,PY17X_1405200,PCHAS_1405400,PCYB_141450
PBANKA_1403600,PBANKA_140360,CDS51377,PF3D7_1305100,55.7143,PKH_140360,63.8756,58.794,67.0854,1,1,ORTH_25,1,ortholog_one2one,ortholog_one2one,PmUG01_14021800,PocGH01_14013200,PVX_122090,PGAL8A_00501200,PY17X_1405300,PCHAS_1405500,PCYB_141460
PBANKA_1403700,PBANKA_140370,CDS51379,PF3D7_1305200,57.3171,PKH_140370,61.6766,56.9697,62.4242,1,1,ORTH_26,1,ortholog_one2one,ortholog_one2one,PmUG01_14021900,PocGH01_14013300,PVX_122095,PGAL8A_00501300,PY17X_1405400,PCHAS_1405600,PCYB_141470
PBANKA_1403800,PBANKA_140380,CDS51380,PF3D7_1305300,46.3262,PKH_140380,51.6458,48.4857,52.6425,1,1,ORTH_27,1,ortholog_one2one,ortholog_one2one,PmUG01_14022000,PocGH01_14013400,PVX_122100,PGAL8A_00501400,PY17X_1405500,PCHAS_1405700,PCYB_141480
PBANKA_1403900,PBANKA_140390,CDS51382,PF3D7_1305400,47.9475,PKH_140390,44.582,52.3298,51.6129,1,1,ORTH_28,1,ortholog_one2one,ortholog_one2one,PmUG01_14022100,PocGH01_14013500,PVX_122105,PGAL8A_00501500,PY17X_1405600,PCHAS_1405800,PCYB_141490
PBANKA_1404000,PBANKA_140400,CDS51384,PF3D7_1305500,38.9105,PKH_140400,30.0527,39.8936,22.7394,1,0,ORTH_29,1,ortholog_one2one,ortholog_one2one,PmUG01_14022200,PocGH01_14013600,PVX_122110,PGAL8A_00501600,PY17X_1405700,PCHAS_1405900,PCYB_141500
PBANKA_1404100,PBANKA_140410,CDS51385,PF3D7_1305600,70.9091,PKH_140410,66.6667,70.9091,66.6667,1,1,ORTH_30,1,ortholog_one2one,ortholog_one2one,PmUG01_14022300,PocGH01_14013700,PVX_122115,PGAL8A_00501700,PY17X_1405800,PCHAS_1406000,PCYB_141510
PBANKA_1404200,PBANKA_140420,CDS51387,PF3D7_1305700,51.5306,PKH_140420,55.102,49.7537,53.202,1,1,ORTH_31,1,ortholog_one2one,ortholog_one2one,PmUG01_14022400,PocGH01_14013800,PVX_122120,PGAL8A_00501800,PY17X_1405900,PCHAS_1406100,PCYB_141520
PBANKA_1404300,PBANKA_140430,CDS51389,PF3D7_1305800,39.4265,PKH_140430,40,38.1944,38.8889,1,1,ORTH_32,1,ortholog_one2one,ortholog_one2one,PmUG01_14022500,PocGH01_14013900,PVX_122125,PGAL8A_00501900,PY17X_1406000,PCHAS_1406200,PCYB_141530
PBANKA_1404400,PBANKA_140440,CDS51391,PF3D7_1305900,49.8947,PKH_140440,49.6,49.375,51.6667,1,1,ORTH_33,1,ortholog_one2one,ortholog_one2one,PmUG01_14022600,PocGH01_14014000,PVX_122130,PGAL8A_00502000,PY17X_1406100,PCHAS_1406300,PCYB_141540
PBANKA_1404500,PBANKA_140450,CDS51392,PF3D7_1306000,21.7002,PKH_140450,21.957,23.5057,22.294,0,0,ORTH_34,1,ortholog_one2one,ortholog_one2one,PmUG01_14022700,PocGH01_14014100,PVX_122135,PGAL8A_00502100,PY17X_1406200,PCHAS_1406400,PCYB_141550
PBANKA_1404600,PBANKA_140460,CDS51394,PF3D7_1306100,46.9697,PKH_140460,47.4453,44.6043,46.7626,1,1,ORTH_35,1,ortholog_one2one,ortholog_one2one,PmUG01_14022800,PocGH01_14014200,PVX_122140,PGAL8A_00502200,PY17X_1406300,PCHAS_1406500,PCYB_141560
PBANKA_1404700,PBANKA_140470,CDS51396,PF3D7_1306200,70.5021,PKH_140470,80.042,66.6008,75.2964,1,1,ORTH_36,1,ortholog_one2one,ortholog_one2one,PmUG01_14022900,PocGH01_14014300,PVX_122145,PGAL8A_00502300,PY17X_1406400,PCHAS_1406600,PCYB_141570
PBANKA_1404800,PBANKA_140480,CDS51398,PF3D7_1306300,55.625,PKH_140480,60.5859,58.7071,60.0264,1,0,ORTH_37,1,ortholog_one2one,ortholog_one2one,PmUG01_14023000,PocGH01_14014400,PVX_122150,PGAL8A_00502400,PY17X_1406500,PCHAS_1406700,PCYB_141580
PBANKA_1404900,PBANKA_140490,CDS51400,PF3D7_1306400,96.4377,PKH_140490,94.402,96.4377,94.402,1,1,ORTH_38,1,ortholog_one2one,ortholog_one2one,PmUG01_14023100,PocGH01_14014500,PVX_122155,PGAL8A_00502500,PY17X_1406600,PCHAS_1406800,PCYB_141590
PBANKA_1405000,PBANKA_140500,CDS51402,PF3D7_1306500,12.6826,PKH_140500,14.4659,43.5163,46.5394,0,0,ORTH_39,1,ortholog_one2one,ortholog_one2one,PmUG01_14023200,PocGH01_14014600,PVX_122160,PGAL8A_00502600,PY17X_1406700,PCHAS_1406900,PCYB_141600
PBANKA_1405100,PBANKA_140510,CDS51404,PF3D7_1306600,83.0769,PKH_140510,86.4169,83.0769,81.0989,1,1,ORTH_40,1,ortholog_one2one,ortholog_one2one,PmUG01_14023300,PocGH01_14014700,PVX_122165,PGAL8A_00502700,PY17X_1406800,PCHAS_1407000,PCYB_141610
PBANKA_1405200,PBANKA_140520,CDS51406,PF3D7_1306700,44.2897,PKH_140520,53.6723,48.4756,57.9268,1,1,ORTH_41,1,ortholog_one2one,ortholog_one2one,PmUG01_14023400,PocGH01_14014800,PVX_122170,PGAL8A_00502800,PY17X_1406900,PCHAS_1407100,PCYB_141620
PBANKA_1405300,PBANKA_140530,CDS51408,PF3D7_1306800,55.5,PKH_140570,50.2336,59.6774,57.7957,1,0,ORTH_42,1,ortholog_one2one,ortholog_one2one,PmUG01_14023500,PocGH01_14014900,PVX_122175,PGAL8A_00502900,PY17X_1407000,PCHAS_1407200,PCYB_141630
PBANKA_1405400,PBANKA_140540,CDS51410,PF3D7_1306900,53.2294,PKH_140580,49.6994,51.0684,52.9915,1,1,ORTH_43,1,ortholog_one2one,ortholog_one2one,PmUG01_14023600,PocGH01_14015000,PVX_122180,PGAL8A_00503000,PY17X_1407100,PCHAS_1407300,PCYB_141640
PBANKA_1405500,PBANKA_140550,CDS51412,PF3D7_1307000,73.8775,PKH_140590,76.2295,72.6908,74.6988,1,1,ORTH_44,1,ortholog_one2one,ortholog_one2one,PmUG01_14023700,PocGH01_14015100,PVX_122185,PGAL8A_00503100,PY17X_1407200,PCHAS_1407400,PCYB_141650
PBANKA_1405600,PBANKA_140560,CDS51414,PF3D7_1307100,38.2789,PKH_140600,46.7052,44.1277,46.0661,1,1,ORTH_45,1,ortholog_one2one,ortholog_one2one,PmUG01_14023800,PocGH01_14015200,PVX_122190,PGAL8A_00503200,PY17X_1407300,PCHAS_1407500,PCYB_141660
PBANKA_1405700,PBANKA_140570,CDS51416,PF3D7_1307200,58.3851,PKH_140610,56.3798,61.6393,62.2951,1,1,ORTH_46,1,ortholog_one2one,ortholog_one2one,PmUG01_14023900,PocGH01_14015300,PVX_122195,PGAL8A_00503300,PY17X_1407400,PCHAS_1407600,PCYB_141670
PBANKA_1405800,PBANKA_140580,CDS51418,PF3D7_1307300,61.1111,PKH_140620,65.4341,58.7786,62.1374,1,1,ORTH_47,1,ortholog_one2one,ortholog_one2one,PmUG01_14024000,PocGH01_14015400,PVX_122200,PGAL8A_00503400,PY17X_1407500,PCHAS_1407700,PCYB_141680
PBANKA_1405900,PBANKA_140590,CDS51420,PF3D7_1307400,44.186,PKH_140630,47.1264,50,47.9532,1,1,ORTH_48,1,ortholog_one2one,ortholog_one2one,PmUG01_14024100,PocGH01_14015500,PVX_122205,PGAL8A_00503500,PY17X_1407600,PCHAS_1407800,PCYB_141690
PBANKA_1406000,PBANKA_140600,CDS51422,PF3D7_1307500,47.7273,PKH_140640,54.4444,48.2759,56.3218,1,1,ORTH_49,1,ortholog_one2one,ortholog_one2one,PmUG01_14024200,PocGH01_14015600,PVX_122207,PGAL8A_00503600,PY17X_1407700,PCHAS_1407900,PCYB_141700
PBANKA_1406100,PBANKA_140610,CDS51424,PF3D7_1307600,70.9208,PKH_140650,67.2107,65.6203,67.713,1,1,ORTH_50,1,ortholog_one2one,ortholog_one2one,PmUG01_14024300,PocGH01_14015700,PVX_122210,PGAL8A_00503700,PY17X_1407800,PCHAS_1408000,PCYB_141710
PBANKA_1406200,PBANKA_140620,CDS51426,PF3D7_1307700,37.166,PKH_140660,42.7984,38.25,43.3333,1,1,ORTH_51,1,ortholog_one2one,ortholog_one2one,PmUG01_14024400,PocGH01_14015800,PVX_122215,PGAL8A_00503800,PY17X_1407900,PCHAS_1408100,PCYB_141720
PBANKA_1406300,PBANKA_140630,CDS51428,PF3D7_1307800,26.9162,PKH_140670,11.8252,30.0797,27.49,1,0,ORTH_52,1,ortholog_one2one,ortholog_one2one,PmUG01_14024500,PocGH01_14015900,PVX_122218,PGAL8A_00503900,PY17X_1408000,PCHAS_1408200,PCYB_141730
PBANKA_1406400,PBANKA_140640,CDS51430,PF3D7_1307900,44.921,PKH_140680,50.7673,51.3548,51.2258,1,1,ORTH_53,1,ortholog_one2one,ortholog_one2one,PmUG01_14024600,PocGH01_14016000,PVX_122225,PGAL8A_00504000,PY17X_1408100,PCHAS_1408300,PCYB_141740
PBANKA_1406500,PBANKA_140650,CDS51433,PF3D7_1308000,43.3735,PKH_140690,54.4798,53.4125,55.9347,1,1,ORTH_54,1,ortholog_one2one,ortholog_one2one,PmUG01_14024700,PocGH01_14016100,PVX_122230,PGAL8A_00504100,PY17X_1408200,PCHAS_1408400,PCYB_141750
PBANKA_1406600,PBANKA_140660,CDS51435,PF3D7_1308100,54.6053,PKH_140700,59.8684,56.0811,61.4865,1,1,ORTH_55,1,ortholog_one2one,ortholog_one2one,PmUG01_14024800,PocGH01_14016200,PVX_122235,PGAL8A_00504200,PY17X_1408300,PCHAS_1408500,PCYB_141760
PBANKA_1406700,PBANKA_140670,CDS51436,PF3D7_1308200,60.4211,PKH_140710,66.3439,66.6512,66.837,1,1,ORTH_56,1,ortholog_one2one,ortholog_one2one,PmUG01_14024900,PocGH01_14016300,PVX_122240,PGAL8A_00504300,PY17X_1408400,PCHAS_1408600,PCYB_141770
PBANKA_1406800,PBANKA_140680,CDS51439,PF3D7_1308300,96.3415,PKH_140720,97.561,96.3415,97.561,1,1,ORTH_57,1,ortholog_one2one,ortholog_one2one,PmUG01_14025000,PocGH01_14016400,PVX_122245,PGAL8A_00504400,PY17X_1408500,PCHAS_1408700,PCYB_141780
PBANKA_1406900,PBANKA_140690,CDS51440,PF3D7_1308400,28.2252,PKH_140730,36.6693,35.6702,38.1168,1,1,ORTH_58,1,ortholog_one2one,ortholog_one2one,PmUG01_14025100,PocGH01_14016500,PVX_122250,PGAL8A_00504500,PY17X_1408600,PCHAS_1408800,PCYB_141790
PBANKA_1407000,PBANKA_140700,CDS51442,PF3D7_1308500,45.6825,PKH_140740,44.8276,35.9649,45.614,1,1,ORTH_59,1,ortholog_one2one,ortholog_one2one,PmUG01_14025200,PocGH01_14016600,PVX_122255,PGAL8A_00504600,PY17X_1408700,PCHAS_1408900,PCYB_141800
PBANKA_1407100,PBANKA_140710,CDS51444,PF3D7_1308600,42.3488,PKH_140750,44.1587,44.2379,44.684,1,1,ORTH_60,1,ortholog_one2one,ortholog_one2one,PmUG01_14025300,PocGH01_14016700,PVX_122260,PGAL8A_00504700,PY17X_1408800,PCHAS_1409000,PCYB_141810
PBANKA_1407200,PBANKA_140720,CDS51446,PF3D7_1308700,18.1219,PKH_140760,23.5577,28.4974,25.3886,0,0,ORTH_61,1,ortholog_one2one,ortholog_one2one,PmUG01_14025400,PocGH01_14016800,PVX_122265,PGAL8A_00504800,PY17X_1408900,PCHAS_1409100,PCYB_141820
PBANKA_1407300,PBANKA_140730,CDS51448,PF3D7_1308800,65.7143,PKH_140770,71.1864,72.8507,76.0181,1,0,ORTH_62,1,ortholog_one2one,ortholog_one2one,PmUG01_14025500,PocGH01_14016900,PVX_122270,PGAL8A_00504900,PY17X_1409000,PCHAS_1409200,PCYB_141830
PBANKA_1407400,PBANKA_140740,CDS51450,PF3D7_1308900,35.4646,PKH_140780,33.8058,30.2766,34.7162,1,1,ORTH_63,1,ortholog_one2one,ortholog_one2one,PmUG01_14025600,PocGH01_14017000,PVX_122275,PGAL8A_00505000,PY17X_1409100,PCHAS_1409300,PCYB_141840
PBANKA_1407500,PBANKA_140750,CDS51452,PF3D7_1309000,62.7778,PKH_140790,68.0556,62.6039,67.867,1,1,ORTH_64,1,ortholog_one2one,ortholog_one2one,PmUG01_14025700,PocGH01_14017100,PVX_122280,PGAL8A_00505100,PY17X_1409200,PCHAS_1409400,PCYB_141850
PBANKA_1407600,PBANKA_140760,CDS51454,PF3D7_1309100,87.6543,PKH_140800,87.037,87.1166,86.5031,1,1,ORTH_65,1,ortholog_one2one,ortholog_one2one,PmUG01_14025800,PocGH01_14017200,PVX_122285,PGAL8A_00505200,PY17X_1409300,PCHAS_1409500,PCYB_141860
PBANKA_1407800,PBANKA_140780,CDS51457,PF3D7_1309300,49.1758,PKH_140820,53.125,52.7246,57.5847,1,1,ORTH_67,1,ortholog_one2one,ortholog_one2one,PmUG01_14026000,PocGH01_14017400,PVX_122295,PGAL8A_00505400,PY17X_1409600,PCHAS_1409700,PCYB_141880
PBANKA_1407900,PBANKA_140790,CDS51459,PF3D7_1309400,27.8824,PKH_140830,34.4889,35.3391,37.0583,1,0,ORTH_68,1,ortholog_one2one,ortholog_one2one,PmUG01_14026100,PocGH01_14017500,PVX_122300,PGAL8A_00505500,PY17X_1409700,PCHAS_1409800,PCYB_141890
PBANKA_1408000,PBANKA_140800,CDS51461,PF3D7_1309500,61.7225,PKH_140840,62.9442,64.5,62,1,1,ORTH_69,1,ortholog_one2one,ortholog_one2one,PmUG01_14026200,PocGH01_14017600,PVX_122305,PGAL8A_00505600,PY17X_1409800,PCHAS_1409900,PCYB_141900
PBANKA_1408100,PBANKA_140810,CDS51463,PF3D7_1309600,71.5278,PKH_140850,78.5714,79.845,81.0078,1,1,ORTH_70,1,ortholog_one2one,ortholog_one2one,PmUG01_14026300,PocGH01_14017700,PVX_122310,PGAL8A_00505700,PY17X_1409900,PCHAS_1410000,PCYB_141910
PBANKA_1408200,PBANKA_140820,CDS51464,PF3D7_1309700,41.4474,PKH_140860,44.0722,47.1108,46.499,1,1,ORTH_71,1,ortholog_one2one,ortholog_one2one,PmUG01_14026400,PocGH01_14017800,PVX_122315,PGAL8A_00505800,PY17X_1410000,PCHAS_1410100,PCYB_141920
PBANKA_1408300,PBANKA_140830,CDS51466,PF3D7_1309800,70.8197,PKH_140870,71.746,67.2897,70.405,1,1,ORTH_72,1,ortholog_one2one,ortholog_one2one,PmUG01_14026500,PocGH01_14017900,PVX_122320,PGAL8A_00505900,PY17X_1410100,PCHAS_1410200,PCYB_141930
