"Gene ID","source_id","Product Description","Gene Type","Is Pseudo","Gene Name or Symbol","Transcript Product Description"
"PBANKA_1437700","PBANKA_1437700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1437800","PBANKA_1437800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1437900","PBANKA_1437900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1438000","PBANKA_1438000.1","cAMP-dependent protein kinase regulatory subunit, putative","protein coding","No","PKAr","cAMP-dependent protein kinase regulatory subunit, putative"
"PBANKA_1438100","PBANKA_1438100.1","nucleus export protein BRR6, putative","protein coding","No","N/A","nucleus export protein BRR6, putative"
"PBANKA_1438200","PBANKA_1438200.1","DNA gyrase subunit A, putative","protein coding","No","GyrA","DNA gyrase subunit A, putative"
"PBANKA_1438300","PBANKA_1438300.1","phospholipid-transporting ATPase, putative","protein coding","No","N/A","phospholipid-transporting ATPase, putative"
"PBANKA_1438400","PBANKA_1438400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1438500","PBANKA_1438500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1438600","PBANKA_1438600.1","vacuolar iron transporter","protein coding","No","VIT","vacuolar iron transporter"
"PBANKA_1438700","PBANKA_1438700.1","citrate/oxoglutarate carrier protein, putative","protein coding","No","YHM2","citrate/oxoglutarate carrier protein, putative"
"PBANKA_1438800","PBANKA_1438800.1","50S ribosomal protein L24, putative","protein coding","No","N/A","50S ribosomal protein L24, putative"
"PBANKA_1438900","PBANKA_1438900.1","GTP cyclohydrolase 1, putative","protein coding","No","GCH1","GTP cyclohydrolase 1, putative"
"PBANKA_1439000","PBANKA_1439000.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1439100","PBANKA_1439100.1","BRO1 domain-containing protein, putative","protein coding","No","N/A","BRO1 domain-containing protein, putative"
"PBANKA_1439200","PBANKA_1439200.1","polyadenylate-binding protein 1, putative","protein coding","No","PABP1","polyadenylate-binding protein 1, putative"
"PBANKA_1439300","PBANKA_1439300.1","WD repeat-containing protein, putative","protein coding","No","N/A","WD repeat-containing protein, putative"
"PBANKA_1439400","PBANKA_1439400.1","histone chaperone ASF1, putative","protein coding","No","ASF1","histone chaperone ASF1, putative"
"PBANKA_1439500","PBANKA_1439500.1","cytochrome c heme lyase","protein coding","No","CCHL","cytochrome c heme lyase"
"PBANKA_1439600","PBANKA_1439600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1439700","PBANKA_1439700.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1439800","PBANKA_1439800.1","splicing factor 3B subunit 6, putative","protein coding","No","SF3B6","splicing factor 3B subunit 6, putative"
"PBANKA_1439900","PBANKA_1439900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1440000","PBANKA_1440000.1","isoleucine--tRNA ligase, putative","protein coding","No","N/A","isoleucine--tRNA ligase, putative"
"PBANKA_1440100","PBANKA_1440100.1","DNA-binding protein, putative","protein coding","No","N/A","DNA-binding protein, putative"
"PBANKA_1440200","PBANKA_1440200.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1440300","PBANKA_1440300.1","rRNA-processing protein, putative","protein coding","No","N/A","rRNA-processing protein, putative"
"PBANKA_1440400","PBANKA_1440400.1","small subunit rRNA processing factor, putative","protein coding","No","N/A","small subunit rRNA processing factor, putative"
"PBANKA_1440500","PBANKA_1440500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1440600","PBANKA_1440600.1","VAC14 domain-containing protein, putative","protein coding","No","N/A","VAC14 domain-containing protein, putative"
"PBANKA_1440700","PBANKA_1440700.1","ubiquitin-activating enzyme E1, putative","protein coding","No","UBA1","ubiquitin-activating enzyme E1, putative"
"PBANKA_1440800","PBANKA_1440800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1440900","PBANKA_1440900.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1441000","PBANKA_1441000.1","haloacid dehalogenase-like hydrolase, putative","protein coding","No","HAD3","haloacid dehalogenase-like hydrolase, putative"
"PBANKA_1441100","PBANKA_1441100.1","haloacid dehalogenase-like hydrolase, putative","protein coding","No","HAD2","haloacid dehalogenase-like hydrolase, putative"
"PBANKA_1441200","PBANKA_1441200.1","Mic1 domain-containing protein, putative","protein coding","No","N/A","Mic1 domain-containing protein, putative"
"PBANKA_1441300","PBANKA_1441300.1","heptatricopeptide repeat and RAP domain-containing protein, putative","protein coding","No","N/A","heptatricopeptide repeat and RAP domain-containing protein, putative"
"PBANKA_1441400","PBANKA_1441400.1","proliferating cell nuclear antigen 2","protein coding","No","PCNA2","proliferating cell nuclear antigen 2"
"PBANKA_1441500","PBANKA_1441500.1","U3 small nucleolar RNA-interacting protein 2, putative","protein coding","No","RRP9","U3 small nucleolar RNA-interacting protein 2, putative"
"PBANKA_1441600","PBANKA_1441600.1","ataxin-3, putative","protein coding","No","ATX3","ataxin-3, putative"
"PBANKA_1441700","PBANKA_1441700.1","parasitophorous vacuolar protein 2","protein coding","No","PV2","parasitophorous vacuolar protein 2"
"PBANKA_1441800","PBANKA_1441800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1441900","PBANKA_1441900.1","DNA helicase 60, putative","protein coding","No","DH60","DNA helicase 60, putative"
"PBANKA_1442000","PBANKA_1442000.1","potassium channel K1","protein coding","No","K1","potassium channel K1"
"PBANKA_1442100","PBANKA_1442100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1442200","PBANKA_1442200.1","protein SOC2","protein coding","No","SOC2","protein SOC2"
"PBANKA_1442300","PBANKA_1442300.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1442400","PBANKA_1442400.1","protein KIC2, putative","protein coding","No","N/A","protein KIC2, putative"
"PBANKA_1442500","PBANKA_1442500.1","elongator complex protein 3, putative","protein coding","No","ELP3","elongator complex protein 3, putative"
"PBANKA_1442600","PBANKA_1442600.1","RNA pseudouridylate synthase, putative","protein coding","No","N/A","RNA pseudouridylate synthase, putative"
"PBANKA_1442700","PBANKA_1442700.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1442800","PBANKA_1442800.1","leucine-rich repeat protein","protein coding","No","LRR13","leucine-rich repeat protein"
"PBANKA_1442900","PBANKA_1442900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1443000","PBANKA_1443000.1","NIMA related kinase 1, putative","protein coding","No","NEK1","NIMA related kinase 1, putative"
"PBANKA_1443100","PBANKA_1443100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1443200","PBANKA_1443200.1","RNA pseudouridylate synthase, putative","protein coding","No","N/A","RNA pseudouridylate synthase, putative"
"PBANKA_1443300","PBANKA_1443300.1","merozoite surface protein 9, putative","protein coding","No","N/A","merozoite surface protein 9, putative"
"PBANKA_1443400","PBANKA_1443400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1443500","PBANKA_1443500.1","WD repeat-containing protein, putative","protein coding","No","N/A","WD repeat-containing protein, putative"
"PBANKA_1443600","PBANKA_1443600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1443700","PBANKA_1443700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1443800","PBANKA_1443800.1","multidrug resistance-associated protein 2","protein coding","No","MRP2","multidrug resistance-associated protein 2"
"PBANKA_1443900","PBANKA_1443900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1444000","PBANKA_1444000.1","macrophage migration inhibitory factor","protein coding","No","MIF","macrophage migration inhibitory factor"
"PBANKA_1444100","PBANKA_1444100.1","T-complex protein 1 subunit gamma, putative","protein coding","No","CCT3","T-complex protein 1 subunit gamma, putative"
"PBANKA_1444200","PBANKA_1444200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1444300","PBANKA_1444300.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1444400","PBANKA_1444400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1444500","PBANKA_1444500.1","myosin J","protein coding","No","MyoJ","myosin J"
"PBANKA_1444600","PBANKA_1444600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1444700","PBANKA_1444700.1","TBC domain-containing protein, putative","protein coding","No","N/A","TBC domain-containing protein, putative"
"PBANKA_1444800","PBANKA_1444800.1","thioredoxin-like associated protein 1, putative","protein coding","No","TLAP1","thioredoxin-like associated protein 1, putative"
"PBANKA_1444900","PBANKA_1444900.1","vacuolar transporter chaperone, putative","protein coding","No","N/A","vacuolar transporter chaperone, putative"
"PBANKA_1445000","PBANKA_1445000.1","subpellicular microtubule protein 2, putative","protein coding","No","SPM2","subpellicular microtubule protein 2, putative"
"PBANKA_1445100","PBANKA_1445100.1","ATP-dependent protease subunit ClpQ, putative","protein coding","No","ClpQ","ATP-dependent protease subunit ClpQ, putative"
"PBANKA_1445200","PBANKA_1445200.1","WD repeat-containing protein, putative","protein coding","No","N/A","WD repeat-containing protein, putative"
"PBANKA_1445300","PBANKA_1445300.1","sun-family protein, putative","protein coding","No","N/A","sun-family protein, putative"
"PBANKA_1445400","PBANKA_1445400.1","protein transport protein SEC13","protein coding","No","SEC13","protein transport protein SEC13"
"PBANKA_1445500","PBANKA_1445500.1","pre-mRNA-splicing regulator WTAP, putative","protein coding","No","WTAP","pre-mRNA-splicing regulator WTAP, putative"
"PBANKA_1445600","PBANKA_1445600.1","serine/threonine protein kinase RIO1, putative","protein coding","No","RIO1","serine/threonine protein kinase RIO1, putative"
"PBANKA_1445700","PBANKA_1445700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1445800","PBANKA_1445800.1","ras-related protein Rab-2, putative","protein coding","No","RAB2","ras-related protein Rab-2, putative"
"PBANKA_1445900","PBANKA_1445900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1446000","PBANKA_1446000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1446100","PBANKA_1446100.1","amino acid transporter, putative","protein coding","No","N/A","amino acid transporter, putative"
"PBANKA_1446200","PBANKA_1446200.1","mitosis protein dim1, putative","protein coding","No","N/A","mitosis protein dim1, putative"
"PBANKA_1446300","PBANKA_1446300.1","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative","protein coding","No","PRP2","pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative"
"PBANKA_1446400","PBANKA_1446400.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1446500","PBANKA_1446500.1","asparagine-rich protein, putative","protein coding","No","N/A","asparagine-rich protein, putative"
"PBANKA_1446600","PBANKA_1446600.1","WD repeat-containing protein, putative","protein coding","No","N/A","WD repeat-containing protein, putative"
"PBANKA_1446700","PBANKA_1446700.1","phenylalanine--tRNA ligase, putative","protein coding","No","N/A","phenylalanine--tRNA ligase, putative"
"PBANKA_1446800","PBANKA_1446800.1","60 kDa chaperonin, putative","protein coding","No","CPN60","60 kDa chaperonin, putative"
"PBANKA_1446900","PBANKA_1446900.1","dihydrolipoyl dehydrogenase, mitochondrial, putative","protein coding","No","LPD1","dihydrolipoyl dehydrogenase, mitochondrial, putative"
"PBANKA_1447000","PBANKA_1447000.1","cytochrome b5, putative","protein coding","No","N/A","cytochrome b5, putative"
"PBANKA_1447100","PBANKA_1447100.1","CWC16 domain-containing protein, putative","protein coding","No","N/A","CWC16 domain-containing protein, putative"
"PBANKA_1447200","PBANKA_1447200.1","CG2-related protein, putative","protein coding","No","N/A","CG2-related protein, putative"
"PBANKA_1447300","PBANKA_1447300.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1447400","PBANKA_1447400.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1447500","PBANKA_1447500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1447600","PBANKA_1447600.1","nucleotidyltransferase, putative","protein coding","No","N/A","nucleotidyltransferase, putative"
"PBANKA_1447700","PBANKA_1447700.1","elongation factor G, putative","protein coding","No","EF-G","elongation factor G, putative"
"PBANKA_1447800","PBANKA_1447800.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1447900","PBANKA_1447900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1448000","PBANKA_1448000.1","pentatricopeptide repeat domain-containing protein 2, putative","protein coding","No","PPR2","pentatricopeptide repeat domain-containing protein 2, putative"
"PBANKA_1448100","PBANKA_1448100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1448200","PBANKA_1448200.1","asparagine/aspartate rich protein, putative","protein coding","No","N/A","asparagine/aspartate rich protein, putative"
"PBANKA_1448300","PBANKA_1448300.1","homocysteine S-methyltransferase, putative","protein coding","No","N/A","homocysteine S-methyltransferase, putative"
"PBANKA_1448400","PBANKA_1448400.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1448500","PBANKA_1448500.1","sentrin-specific protease 1, putative","protein coding","No","SENP1","sentrin-specific protease 1, putative"
"PBANKA_1448600","PBANKA_1448600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1448700","PBANKA_1448700.1","bromodomain protein 5, putative","protein coding","No","BDP5","bromodomain protein 5, putative"
"PBANKA_1448800","PBANKA_1448800.1","helicase, putative","protein coding","No","N/A","helicase, putative"
"PBANKA_1448900","PBANKA_1448900.1","DNA polymerase epsilon subunit B, putative","protein coding","No","N/A","DNA polymerase epsilon subunit B, putative"
"PBANKA_1449000","PBANKA_1449000.1","microgamete surface protein MiGS, putative","protein coding","No","MiGS","microgamete surface protein MiGS, putative"
"PBANKA_1449100","PBANKA_1449100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1449200","PBANKA_1449200.1","protein TOC75, putative","protein coding","No","TOC75","protein TOC75, putative"
"PBANKA_1449300","PBANKA_1449300.1","upregulated in late gametocytes ULG8, putative","protein coding","No","ULG8","upregulated in late gametocytes ULG8, putative"
"PBANKA_1449400","PBANKA_1449400.1","splicing factor 3B subunit 3, putative","protein coding","No","SF3B3","splicing factor 3B subunit 3, putative"
"PBANKA_1449500","PBANKA_1449500.1","CHCH domain-containing protein, putative","protein coding","No","N/A","CHCH domain-containing protein, putative"
"PBANKA_1449600","PBANKA_1449600.1","PIH1 domain-containing protein, putative","protein coding","No","PIH1","PIH1 domain-containing protein, putative"
"PBANKA_1449700","PBANKA_1449700.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1449800","PBANKA_1449800.1","inorganic pyrophosphatase, putative","protein coding","No","VP2","inorganic pyrophosphatase, putative"
"PBANKA_1449900","PBANKA_1449900.1","CCR4-NOT transcription complex subunit 4, putative","protein coding","No","NOT4","CCR4-NOT transcription complex subunit 4, putative"
"PBANKA_1450000","PBANKA_1450000.1","tetQ family GTPase, putative","protein coding","No","N/A","tetQ family GTPase, putative"
"PBANKA_1450100","PBANKA_1450100.1","N6-adenosine-methyltransferase, putative","protein coding","No","N/A","N6-adenosine-methyltransferase, putative"
"PBANKA_1450200","PBANKA_1450200.1","serine hydroxymethyltransferase, putative","protein coding","No","SHMT","serine hydroxymethyltransferase, putative"
"PBANKA_1450300","PBANKA_1450300.1","ATP synthase subunit beta, mitochondrial","protein coding","No","ATPbeta","ATP synthase subunit beta, mitochondrial"
"PBANKA_1450400","PBANKA_1450400.1","peptidase, putative","protein coding","No","N/A","peptidase, putative"
"PBANKA_1450500","PBANKA_1450500.1","pre-mRNA-splicing factor SYF1, putative","protein coding","No","XAB2","pre-mRNA-splicing factor SYF1, putative"
"PBANKA_1450600","PBANKA_1450600.1","vesicle transport v-SNARE protein VTI1, putative","protein coding","No","N/A","vesicle transport v-SNARE protein VTI1, putative"
"PBANKA_1450700","PBANKA_1450700.1","clustered-asparagine-rich protein, putative","protein coding","No","CARP","clustered-asparagine-rich protein, putative"
"PBANKA_1450800","PBANKA_1450800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1450900","PBANKA_1450900.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1451000","PBANKA_1451000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1451100","PBANKA_1451100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1451200","PBANKA_1451200.1","p25-alpha family protein, putative","protein coding","No","N/A","p25-alpha family protein, putative"
"PBANKA_1451300","PBANKA_1451300.1","S-adenosyl-methyltransferase, putative","protein coding","No","N/A","S-adenosyl-methyltransferase, putative"
"PBANKA_1451400","PBANKA_1451400.1","protein-S-isoprenylcysteine O-methyltransferase, putative","protein coding","No","N/A","protein-S-isoprenylcysteine O-methyltransferase, putative"
"PBANKA_1451500","PBANKA_1451500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1451600","PBANKA_1451600.1","SUMO-activating enzyme subunit 2, putative","protein coding","No","UBA2","SUMO-activating enzyme subunit 2, putative"
"PBANKA_1451700","PBANKA_1451700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1451800","PBANKA_1451800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1451900","PBANKA_1451900.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1452000","PBANKA_1452000.1","hydrolase, putative","protein coding","No","N/A","hydrolase, putative"
"PBANKA_1452100","PBANKA_1452100.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1452200","PBANKA_1452200.1","periodic tryptophan protein 1, putative","protein coding","No","PWP1","periodic tryptophan protein 1, putative"
"PBANKA_1452300","PBANKA_1452300.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1452400","PBANKA_1452400.1","ubiquitin-like modifier HUB1, putative","protein coding","No","HUB1","ubiquitin-like modifier HUB1, putative"
"PBANKA_1452500","PBANKA_1452500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1452600","PBANKA_1452600.1","calcyclin binding protein, putative","protein coding","No","N/A","calcyclin binding protein, putative"
"PBANKA_1452700","PBANKA_1452700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1452800","PBANKA_1452800.1","pre-mRNA-splicing factor CWC22, putative","protein coding","No","CWC22","pre-mRNA-splicing factor CWC22, putative"
"PBANKA_1452900","PBANKA_1452900.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1453000","PBANKA_1453000.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1453100","PBANKA_1453100.1","sphingomyelin phosphodiesterase, putative","protein coding","No","N/A","sphingomyelin phosphodiesterase, putative"
"PBANKA_1453200","PBANKA_1453200.1","BTB/POZ domain-containing protein, putative","protein coding","No","N/A","BTB/POZ domain-containing protein, putative"
"PBANKA_1453200","PBANKA_1453200.2","BTB/POZ domain-containing protein, putative","protein coding","No","N/A","BTB/POZ domain-containing protein, putative"
"PBANKA_1453300","PBANKA_1453300.1","acyl-CoA synthetase, putative","protein coding","No","ACS11","acyl-CoA synthetase, putative"
"PBANKA_1453400","PBANKA_1453400.1","protein kinase 2","protein coding","No","PK2","protein kinase 2"
"PBANKA_1453500","PBANKA_1453500.1","HD superfamily phosphohydrolase protein, putative","protein coding","No","N/A","HD superfamily phosphohydrolase protein, putative"
"PBANKA_1453600","PBANKA_1453600.1","ribosomal protein L23, mitochondrial, putative","protein coding","No","N/A","ribosomal protein L23, mitochondrial, putative"
"PBANKA_1453700","PBANKA_1453700.1","AP2 domain transcription factor, putative","protein coding","No","ApiAP2","AP2 domain transcription factor, putative"
"PBANKA_1453800","PBANKA_1453800.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1453900","PBANKA_1453900.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1454000","PBANKA_1454000.1","DNA gyrase subunit B, putative","protein coding","No","GyrB","DNA gyrase subunit B, putative"
"PBANKA_1454100","PBANKA_1454100.1","ATP-dependent zinc metalloprotease FTSH 1, putative","protein coding","No","FTSH1","ATP-dependent zinc metalloprotease FTSH 1, putative"
"PBANKA_1454200","PBANKA_1454200.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1454300","PBANKA_1454300.1","vacuolar protein sorting-associated protein 16, putative","protein coding","No","VPS16","vacuolar protein sorting-associated protein 16, putative"
"PBANKA_1454400","PBANKA_1454400.1","3-hydroxyisobutyryl-CoA hydrolase, putative","protein coding","No","N/A","3-hydroxyisobutyryl-CoA hydrolase, putative"
"PBANKA_1454500","PBANKA_1454500.1","polyadenylation factor subunit 2, putative","protein coding","No","PFS2","polyadenylation factor subunit 2, putative"
"PBANKA_1454600","PBANKA_1454600.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1454700","PBANKA_1454700.1","ribosome-binding factor A, putative","protein coding","No","N/A","ribosome-binding factor A, putative"
"PBANKA_1454800","PBANKA_1454800.1","RNA-binding protein, putative","protein coding","No","N/A","RNA-binding protein, putative"
"PBANKA_1454900","PBANKA_1454900.1","conserved Plasmodium protein, unknown function","protein coding","No","UIS8","conserved Plasmodium protein, unknown function"
"PBANKA_1455000","PBANKA_1455000.1","mitochondrial carrier protein, putative","protein coding","No","N/A","mitochondrial carrier protein, putative"
"PBANKA_1455100","PBANKA_1455100.1","replication factor C subunit 4, putative","protein coding","No","RFC4","replication factor C subunit 4, putative"
"PBANKA_1455200","PBANKA_1455200.1","ATP-dependent RNA helicase DBP9, putative","protein coding","No","DBP9","ATP-dependent RNA helicase DBP9, putative"
"PBANKA_1455300","PBANKA_1455300.1","tetratricopeptide repeat protein, putative","protein coding","No","N/A","tetratricopeptide repeat protein, putative"
"PBANKA_1455400","PBANKA_1455400.1","sulfhydryl oxidase, putative","protein coding","No","QSOX","sulfhydryl oxidase, putative"
"PBANKA_1455500","PBANKA_1455500.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1455600","PBANKA_1455600.1","queuine tRNA-ribosyltransferase, putative","protein coding","No","TGT","queuine tRNA-ribosyltransferase, putative"
"PBANKA_1455700","PBANKA_1455700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1455800","PBANKA_1455800.1","GAS8-like protein, putative","protein coding","No","N/A","GAS8-like protein, putative"
"PBANKA_1455900","PBANKA_1455900.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
"PBANKA_1456000","PBANKA_1456000.1","protein farnesyltransferase subunit alpha, putative","protein coding","No","N/A","protein farnesyltransferase subunit alpha, putative"
"PBANKA_1456100","PBANKA_1456100.1","40S ribosomal protein S17, putative","protein coding","No","N/A","40S ribosomal protein S17, putative"
"PBANKA_1456200","PBANKA_1456200.1","rab specific GDP dissociation inhibitor, putative","protein coding","No","rabGDI","rab specific GDP dissociation inhibitor, putative"
"PBANKA_1456300","PBANKA_1456300.1","mitochondrial import inner membrane translocase subunit TIM13, putative","protein coding","No","TIM13","mitochondrial import inner membrane translocase subunit TIM13, putative"
"PBANKA_1456400","PBANKA_1456400.1","syntaxin-16, putative","protein coding","No","STX16","syntaxin-16, putative"
"PBANKA_1456500","PBANKA_1456500.1","zinc finger protein, putative","protein coding","No","N/A","zinc finger protein, putative"
"PBANKA_1456600","PBANKA_1456600.1","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5, putative","protein coding","No","OST5","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5, putative"
"PBANKA_1456700","PBANKA_1456700.1","conserved Plasmodium protein, unknown function","protein coding","No","N/A","conserved Plasmodium protein, unknown function"
"PBANKA_1456800","PBANKA_1456800.1","vacuolar-sorting protein SNF7, putative","protein coding","No","SNF7","vacuolar-sorting protein SNF7, putative"
"PBANKA_1456900","PBANKA_1456900.1","translation initiation factor SUI1, putative","protein coding","No","N/A","translation initiation factor SUI1, putative"
"PBANKA_1457000","PBANKA_1457000.1","ubiquitin-conjugating enzyme E2, putative","protein coding","No","N/A","ubiquitin-conjugating enzyme E2, putative"
"PBANKA_1457100","PBANKA_1457100.1","WD repeat-containing protein 82, putative","protein coding","No","WDR82","WD repeat-containing protein 82, putative"
"PBANKA_1457200","PBANKA_1457200.1","double C2-like domain-containing protein, putative","protein coding","No","DOC2","double C2-like domain-containing protein, putative"
"PBANKA_1457300","PBANKA_1457300.1","glucose inhibited division protein a homologue, putative","protein coding","No","N/A","glucose inhibited division protein a homologue, putative"
"PBANKA_1457400","PBANKA_1457400.1","N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative","protein coding","No","N/A","N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative"
"PBANKA_1457500","PBANKA_1457500.1","RNA polymerase II transcription factor B subunit 2, putative","protein coding","No","TFB2","RNA polymerase II transcription factor B subunit 2, putative"
"PBANKA_1457550","PBANKA_1457550.1","ACEA small nucleolar RNA U3","snoRNA encoding","No","N/A","ACEA small nucleolar RNA U3"
"PBANKA_1457600","PBANKA_1457600.1","RNA-binding protein, putative","protein coding","No","N/A","RNA-binding protein, putative"
"PBANKA_1457700","PBANKA_1457700.1","conserved Plasmodium protein, unknown function","protein coding","No","PSOP26","conserved Plasmodium protein, unknown function"
"PBANKA_1457800","PBANKA_1457800.1","ADP-ribosylation factor GTPase-activating protein 1, putative","protein coding","No","ARFGAP1","ADP-ribosylation factor GTPase-activating protein 1, putative"
"PBANKA_1457900","PBANKA_1457900.1","conserved protein, unknown function","protein coding","No","N/A","conserved protein, unknown function"
