P. berghei current ID,P. berghei previous ID,P. falciparum ID,Name,Product,Phenotype,Relative growth rate,Confidence,Expected variance,RGR CI low,RGR CI high,Times analysed,Construct
PBANKA_1336900,PBANKA_133690,,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,5.4,0.004,0.83,1.1,2,PbGEM-338419
PBANKA_1337000,PBANKA_133700,PF3D7_1473900,,"conserved Plasmodium protein, unknown function",Essential,0.07,3.2,0.042,-0.34,0.48,2,PbGEM-338427
PBANKA_1337100,PBANKA_133710,PF3D7_1321700,SF1,"splicing factor 1, putative",Essential,0.13,3.8,0.023,-0.18,0.43,3,PbGEM-251636
PBANKA_1337200,PBANKA_133720,PF3D7_1321800,,"protein transport protein SFT2, putative",Dispensable,0.94,5.4,0.005,0.8,1.07,1,PbGEM-251670
PBANKA_1337300,PBANKA_133730,PF3D7_1321900,,"conserved Plasmodium protein, unknown function",Slow,0.82,6.5,0.002,0.74,0.9,2,PbGEM-338443
PBANKA_1337400,PBANKA_133740,PF3D7_1322000,,"adenosine-diphosphatase, putative",Essential,0.1,4.5,0.011,-0.11,0.31,2,PbGEM-251821
PBANKA_1337500,PBANKA_133750,PF3D7_1322200,,"conserved Plasmodium protein, unknown function",Insufficient data,NA,0.1,Inf,NA,NA,2,PbGEM-338459
PBANKA_1337600,PBANKA_133760,PF3D7_1322300,,"conserved Plasmodium protein, unknown function",Essential,0.1,4.5,0.011,-0.11,0.31,3,PbGEM-251952
PBANKA_1338100,PBANKA_133810,PF3D7_1322900,,"conserved Plasmodium protein, unknown function",Dispensable,1.05,4.8,0.008,0.87,1.23,1,PbGEM-252084
PBANKA_1338200,PBANKA_133820,PF3D7_1323000,FabZ,"beta-hydroxyacyl-ACP dehydratase, putative",Dispensable,0.97,6.2,0.002,0.88,1.06,1,PbGEM-252132
PBANKA_1338300,PBANKA_133830,PF3D7_1323100,,"60S ribosomal protein L6, putative",Essential,0.03,7.8,0,-0.01,0.07,2,PbGEM-314901
PBANKA_1338400,PBANKA_133840,PF3D7_1323200,,"V-type proton ATPase subunit G, putative",Essential,0.2,5,0.007,0.03,0.36,2,PbGEM-252256
PBANKA_1338700,PBANKA_133870,PF3D7_1323500,PMV,"plasmepsin V, putative",Essential,0.02,6.1,0.002,-0.08,0.12,1,PbGEM-343116
PBANKA_1338800,PBANKA_133880,PF3D7_1323600,,"conserved Plasmodium protein, unknown function",Essential,0.1,1,0.379,-0.68,1.78,2,PbGEM-338499
PBANKA_1338900,PBANKA_133890,PF3D7_1323700,GAPM1,"glideosome associated protein with multiple membrane spans 1, putative",Essential,0.11,5,0.007,-0.06,0.27,3,PbGEM-107133
PBANKA_1339300,PBANKA_133930,PF3D7_1324100,,"conserved Plasmodium protein, unknown function",Dispensable,0.82,3.1,0.047,0.39,1.25,2,PbGEM-315053
PBANKA_1339500,PBANKA_133950,PF3D7_1324300,,"conserved Plasmodium protein, unknown function",Dispensable,0.89,5.1,0.006,0.73,1.05,1,PbGEM-338515
PBANKA_1339900,PBANKA_133990,PF3D7_1324700,,"SNARE protein, putative",Essential,0.28,4.4,0.012,0.06,0.51,2,PbGEM-252668
PBANKA_1340000,PBANKA_134000,PF3D7_1324800,DHFS-FPGS,"dihydrofolate synthase/folylpolyglutamate synthase, putative",Essential,0.09,3.2,0.043,-0.32,0.5,3,PbGEM-107204
PBANKA_1340100,PBANKA_134010,PF3D7_1324900,LDH,L-lactate dehydrogenase,Essential,0.05,6.5,0.001,-0.03,0.12,2,PbGEM-338547
PBANKA_1340200,PBANKA_134020,PF3D7_1325000,LSM6,"U6 snRNA-associated Sm-like protein LSm6, putative",Slow,0.37,5.4,0.005,0.23,0.5,3,PbGEM-252781
PBANKA_1340400,PBANKA_134040,PF3D7_1325200,,"oxidoreductase, putative",Dispensable,1.02,6,0.003,0.92,1.12,1,PbGEM-058661
PBANKA_1340500,PBANKA_134050,PF3D7_1325400,,"conserved Plasmodium protein, unknown function",Slow,0.54,4.7,0.009,0.35,0.73,2,PbGEM-338563
PBANKA_1341000,PBANKA_134100,PF3D7_1325900,,"conserved Plasmodium protein, unknown function",Essential,0.05,4.6,0.01,-0.14,0.25,2,PbGEM-338579
PBANKA_1341200,PBANKA_134120,PF3D7_1326100,,"WD repeat-containing protein, putative",Slow,0.4,4.9,0.007,0.22,0.57,2,PbGEM-315301
PBANKA_1341500,PBANKA_134150,PF3D7_1326300,,"RNA-binding protein, putative",Essential,0.05,6.4,0.002,-0.03,0.13,2,PbGEM-315365
PBANKA_1341600,PBANKA_134160,PF3D7_1326400,,"translation initiation factor eIF-2B subunit gamma, putative",Essential,0.06,6.2,0.002,-0.03,0.15,2,PbGEM-315381
PBANKA_1341800,PBANKA_134180,PF3D7_1326600,,"conserved Plasmodium protein, unknown function",Essential,0.1,1,Inf,NA,NA,2,PbGEM-338603
PBANKA_1342300,PBANKA_134230,,,"conserved Plasmodium protein, unknown function",Dispensable,0.94,6.4,0.002,0.86,1.02,1,PbGEM-253428
PBANKA_1342400,PBANKA_134240,PF3D7_1327200,RPR2,"ribonuclease P protein subunit RPR2, putative",Essential,0.1,1,0.082,-0.14,1.01,2,PbGEM-253453
PBANKA_1342500,PBANKA_134250,PF3D7_1327300,,"conserved Plasmodium protein, unknown function",Dispensable,0.93,4,0.018,0.66,1.2,2,PbGEM-253484
PBANKA_1342800,PBANKA_134280,PF3D7_1327600,NMNAT,"nicotinate-nucleotide adenylyltransferase, putative",Slow,0.41,6.5,0.002,0.33,0.49,2,PbGEM-058996
PBANKA_1343000,PBANKA_134300,PF3D7_1327800,,"ribose-phosphate pyrophosphokinase, putative",Slow,0.88,5.8,0.003,0.77,0.99,1,PbGEM-343124
PBANKA_1343400,PBANKA_134340,PF3D7_1328200,,"conserved Plasmodium protein, unknown function",Slow,0.72,4.2,0.015,0.47,0.97,2,PbGEM-315619
PBANKA_1343500,PBANKA_134350,PF3D7_1328300,,"conserved Plasmodium protein, unknown function",Dispensable,0.6,3.1,0.045,0.18,1.03,2,PbGEM-338643
PBANKA_1343600,PBANKA_134360,PF3D7_1328400,,"conserved Plasmodium protein, unknown function",Essential,0.07,5.8,0.003,-0.03,0.18,2,PbGEM-315643
PBANKA_1343800,PBANKA_134380,PF3D7_1328800,Sir2A,transcriptional regulatory protein sir2a,Dispensable,0.97,5.7,0.003,0.85,1.08,1,PbGEM-059126
PBANKA_1344000,PBANKA_134400,PF3D7_1329000,,"DNA-directed RNA polymerase III subunit RPC1, putative",Essential,0.21,4.6,0.01,0.01,0.41,3,PbGEM-107445
PBANKA_1344200,PBANKA_134420,PF3D7_1329200,,"conserved Plasmodium protein, unknown function",Dispensable,1,6.4,0.002,0.91,1.08,1,PbGEM-315755
PBANKA_1344300,PBANKA_134430,PF3D7_1329300,,"chromatin assembly factor 1 subunit, putative",Essential,0.04,4.5,0.011,-0.17,0.25,2,PbGEM-343132
PBANKA_1344500,PBANKA_134450,PF3D7_1329500,,"conserved Plasmodium protein, unknown function",Essential,0.13,3.2,0.04,-0.27,0.53,2,PbGEM-254304
PBANKA_1344900,PBANKA_134490,PF3D7_1329900,,"conserved Plasmodium protein, unknown function",Essential,0.11,7.9,0,0.07,0.15,3,PbGEM-338675
PBANKA_1345300,PBANKA_134530,,,"DNAJ like protein, putative",Essential,0.17,4.5,0.011,-0.03,0.38,1,PbGEM-536883
PBANKA_1345400,PBANKA_134540,PF3D7_1330400.1,,"ER lumen protein retaining receptor 1, putative",Essential,0.04,6.2,0.002,-0.05,0.13,2,PbGEM-343148
PBANKA_1345600,PBANKA_134560,PF3D7_1330600,,"elongation factor Tu, putative",Essential,0.15,4.7,0.009,-0.05,0.34,2,PbGEM-254716
PBANKA_1345700,PBANKA_134570,PF3D7_1330700,,"GPI transamidase subunit PIG-U, putative",Essential,0.2,4.1,0.016,-0.06,0.46,2,PbGEM-254751
PBANKA_1345800,PBANKA_134580,PF3D7_1330800,,"RNA-binding protein, putative",Slow,0.86,6.3,0.002,0.78,0.95,2,PbGEM-315947
PBANKA_1346000,PBANKA_134600,PF3D7_1331100,POLQ,"DNA polymerase theta, putative",Dispensable,1.02,7.1,0.001,0.96,1.08,1,PbGEM-264468
PBANKA_1346100,PBANKA_134610,PF3D7_1331200,,"conserved Plasmodium protein, unknown function",Dispensable,0.8,3.6,0.029,0.46,1.14,1,PbGEM-536891
PBANKA_1346200,PBANKA_134620,PF3D7_1331300,SP21,"signal peptidase 21 kDa subunit, putative",Essential,0.26,3.2,0.04,-0.14,0.66,2,PbGEM-059503
PBANKA_1346300,PBANKA_134630,PF3D7_1331400,UIS19,"CPW-WPC family protein, putative",Dispensable,1.02,5.9,0.003,0.92,1.13,1,PbGEM-059519
PBANKA_1346400,PBANKA_134640,PF3D7_1331500,,"conserved Plasmodium protein, unknown function",Slow,0.75,6.9,0.001,0.69,0.81,3,PbGEM-316019
PBANKA_1346500,PBANKA_134650,PF3D7_1331600,PTPLA,protein tyrosine phosphatase-like protein,Dispensable,1.01,7.1,0.001,0.95,1.07,1,PbGEM-264324
PBANKA_1346600,PBANKA_134660,PF3D7_1331700,,"glutamine--tRNA ligase, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-059567
PBANKA_1346700,PBANKA_134670,PF3D7_1331800,,"60S ribosomal protein L23, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-338731
PBANKA_1346800,PBANKA_134680,PF3D7_1332000,,"Qa-SNARE protein, putative",Essential,0.1,1,0.141,-0.41,1.09,2,PbGEM-255166
PBANKA_1347000,PBANKA_134700,PF3D7_1332200,,"conserved Plasmodium protein, unknown function",Essential,0.12,5,0.007,-0.05,0.28,3,PbGEM-338747
PBANKA_1347200,PBANKA_134720,PF3D7_1332400,,"nucleotidyltransferase, putative",Slow,0.71,6.4,0.002,0.63,0.79,2,PbGEM-343156
PBANKA_1347800,PBANKA_134780,PF3D7_1333000,CPN20,"20 kDa chaperonin, putative",Essential,0.08,1.7,0.181,-0.77,0.93,2,PbGEM-264604
PBANKA_1347900,PBANKA_134790,PF3D7_1333200,UBA1,"ubiquitin activating enzyme, putative",Essential,0.23,4.3,0.014,-0.01,0.47,3,PbGEM-255530
PBANKA_1348000,PBANKA_134800,PF3D7_1333300,,"transmembrane protein Tmp21 homologue, putative",Dispensable,0.99,6.4,0.002,0.91,1.07,2,PbGEM-249320
PBANKA_1348100,PBANKA_134810,PF3D7_1333400,,"conserved Plasmodium protein, unknown function",Dispensable,1.05,5.1,0.006,0.89,1.21,1,PbGEM-249387
PBANKA_1348200,PBANKA_134820,PF3D7_1333500,,"conserved Plasmodium protein, unknown function",Essential,0.35,3.3,0.036,-0.03,0.73,2,PbGEM-338779
PBANKA_1348300,PBANKA_134830,PF3D7_1333600,UTP4,"U3 small nucleolar RNA-associated protein 4, putative",Essential,0.12,6,0.003,0.01,0.22,2,PbGEM-338787
PBANKA_1348400,PBANKA_134840,PF3D7_1333700,CenH3,"histone H3-like centromeric protein CSE4, putative",Essential,0.1,1,0.229,-0.24,1.67,3,PbGEM-249514
PBANKA_1349400,PBANKA_134940,PF3D7_1335500,,"conserved Plasmodium protein, unknown function",Dispensable,1.01,5.4,0.004,0.88,1.14,1,PbGEM-059959
PBANKA_1349500,PBANKA_134950,PF3D7_1335600,,"conserved Plasmodium protein, unknown function",Essential,0.11,6.6,0.001,0.04,0.18,2,PbGEM-316411
PBANKA_1349700,PBANKA_134970,PF3D7_1335800,,"conserved Plasmodium protein, unknown function",Dispensable,0.95,4.9,0.007,0.78,1.12,2,PbGEM-316451
PBANKA_1349800,PBANKA_134980,PF3D7_1335900,TRAP,sporozoite surface protein 2;thrombospondin-related anonymous protein,Dispensable,0.95,4.9,0.008,0.77,1.12,2,PbGEM-338811
PBANKA_1349900,PBANKA_134990,PF3D7_1336000,,"conserved Plasmodium protein, unknown function",Essential,0.06,5.5,0.004,-0.06,0.19,2,PbGEM-316475
PBANKA_1350400,PBANKA_135040,PF3D7_1336600,,"conserved Plasmodium protein, unknown function",Essential,0.38,3.2,0.042,-0.03,0.79,2,PbGEM-316571
PBANKA_1350600,PBANKA_135060,PF3D7_1336800,NUDC,"nuclear movement protein, putative",Essential,0.05,7,0.001,-0.01,0.11,2,PbGEM-316611
PBANKA_1350700,PBANKA_135070,PF3D7_1336900,,"tryptophan--tRNA ligase, putative",Essential,0.01,8.2,0,-0.02,0.05,2,PbGEM-343164
PBANKA_1350800,PBANKA_135080,PF3D7_1337000,,"endopeptidase, putative",Essential,0.05,7.8,0,0.01,0.09,3,PbGEM-107959
PBANKA_1350900,PBANKA_135090,PF3D7_1337100,PK6,protein kinase 6,Essential,0.15,5.3,0.005,0.01,0.29,2,PbGEM-250625
PBANKA_1351100,PBANKA_135110,PF3D7_1337300,,"exoribonuclease, putative",Essential,0.14,6,0.002,0.04,0.23,3,PbGEM-250699
PBANKA_1351200,PBANKA_135120,PF3D7_1337400,,"conserved Plasmodium protein, unknown function",Dispensable,0.96,5.2,0.006,0.81,1.11,1,PbGEM-338835
PBANKA_1351500,PBANKA_135150,PF3D7_1337800,CDPK5,calcium-dependent protein kinase 5,Essential,0.24,4.4,0.012,0.02,0.47,4,PbGEM-111682
PBANKA_1351600,PBANKA_135160,PF3D7_1337900,,"conserved Plasmodium protein, unknown function",Essential,0.06,8.1,0,0.02,0.09,1,PbGEM-536939
PBANKA_1351800,PBANKA_135180,PF3D7_1338100,RPN3,"26S proteasome regulatory subunit RPN3, putative",Essential,0.06,5.9,0.003,-0.05,0.16,3,PbGEM-250995
PBANKA_1351900,PBANKA_135190,PF3D7_1338200,,"60S ribosomal protein L6-2, putative",Essential,0.05,7.7,0,0.01,0.09,2,PbGEM-338851
PBANKA_1352000,PBANKA_135200,PF3D7_1338300,,"elongation factor 1-gamma, putative",Essential,0.13,5.9,0.003,0.02,0.24,3,PbGEM-108060
PBANKA_1352100,PBANKA_135210,PF3D7_1338400,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,5.4,0.005,0.83,1.11,1,PbGEM-108076
PBANKA_1352400,PBANKA_135240,PF3D7_1338700,,"conserved Plasmodium protein, unknown function",Essential,0.02,6.7,0.001,-0.05,0.09,2,PbGEM-338867
PBANKA_1352500,PBANKA_135250,PF3D7_1338800,,"CPW-WPC family protein, putative",Dispensable,1.05,5.1,0.006,0.89,1.2,1,PbGEM-060427
PBANKA_1352600,PBANKA_135260,PF3D7_1338900,,"serine/threonine protein kinase, putative",Dispensable,1,7.7,0,0.96,1.04,4,PbGEM-111802
PBANKA_1353300,PBANKA_135330,PF3D7_1339900,ABCB5,"ABC transporter B family member 5, putative",Slow,0.91,7.3,0.001,0.86,0.96,1,PbGEM-251495
PBANKA_1353500,PBANKA_135350,PF3D7_1340100,RRP42,"exosome complex component RRP42, putative",Essential,0.24,3.3,0.037,-0.15,0.62,2,PbGEM-251574
PBANKA_1353800,PBANKA_135380,PF3D7_1340400,,"conserved Plasmodium protein, unknown function",Dispensable,1.03,7.2,0.001,0.98,1.09,1,PbGEM-108229
PBANKA_1354000,PBANKA_135400,PF3D7_1340600,DBR1,"RNA lariat debranching enzyme, putative",Essential,0.02,5.6,0.004,-0.1,0.14,3,PbGEM-251774
PBANKA_1354100,PBANKA_135410,PF3D7_1340700,RAB11b,"ras-related protein Rab-11B, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-251811
PBANKA_1354400,PBANKA_135440,PF3D7_1341200,,"60S ribosomal protein L18, putative",Essential,0.05,5.6,0.004,-0.07,0.17,2,PbGEM-338907
PBANKA_1354600,PBANKA_135460,PF3D7_1341500,ISC1,"inner membrane complex suture component, putative",Dispensable,0.98,4.7,0.009,0.79,1.18,1,PbGEM-338923
PBANKA_1354700,PBANKA_135470,PF3D7_1341600,GPI10,"GPI mannosyltransferase 3, putative",Essential,0.1,1,0.088,-0.12,1.07,2,PbGEM-108296
PBANKA_1355100,PBANKA_135510,PF3D7_1342000,,"40S ribosomal protein S6, putative",Essential,0.3,3.3,0.036,-0.08,0.67,2,PbGEM-338939
PBANKA_1355200,PBANKA_135520,PF3D7_1342100,IRP,"aconitate hydratase, putative;iron regulatory protein, putative",Essential,0.15,4.2,0.015,-0.1,0.4,2,PbGEM-060754
PBANKA_1355700,PBANKA_135570,PF3D7_1342600,MyoA,myosin A,Essential,0.27,4.1,0.016,0.01,0.52,2,PbGEM-317163
PBANKA_1355800,PBANKA_135580,PF3D7_1342700,RPB12,"DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative",Essential,0.04,3.6,0.026,-0.28,0.37,2,PbGEM-252460
PBANKA_1355900,PBANKA_135590,PF3D7_1342800,PEPCK,"phosphoenolpyruvate carboxykinase, putative",Dispensable,0.94,5,0.007,0.78,1.11,1,PbGEM-108369
PBANKA_1356100,PBANKA_135610,PF3D7_1343100,,"conserved Plasmodium protein, unknown function",Essential,0.08,6.6,0.001,0.01,0.16,3,PbGEM-317179
PBANKA_1356200,PBANKA_135620,PF3D7_1343200,,"tRNA guanosine-2'-O-methyltransferase, putative",Slow,0.79,5.2,0.006,0.64,0.94,1,PbGEM-108389
PBANKA_1356300,PBANKA_135630,PF3D7_1343300,,"conserved Plasmodium protein, unknown function",Essential,0.07,5.8,0.003,-0.04,0.19,2,PbGEM-338995
PBANKA_1356400,PBANKA_135640,PF3D7_1343400,RAD5,"DNA repair protein RAD5, putative",Dispensable,0.83,5,0.007,0.66,1,2,PbGEM-317219
PBANKA_1356600,PBANKA_135660,PF3D7_1343600,,"UDP-N-acetylglucosamine pyrophosphorylase, putative",Slow,0.81,6.7,0.001,0.74,0.88,1,PbGEM-343188
PBANKA_1356900,PBANKA_135690,PF3D7_1343900,PRPF4,"U4/U6 small nuclear ribonucleoprotein PRP4, putative",Essential,0.21,5.4,0.005,0.07,0.34,3,PbGEM-253011
PBANKA_1357200,PBANKA_135720,PF3D7_1344200,HSP110,"heat shock protein 110, putative",Essential,0.24,4.1,0.017,-0.02,0.5,3,PbGEM-253069
PBANKA_1357400,PBANKA_135740,PF3D7_1344500,USB1,"U6 snRNA phosphodiesterase, putative",Slow,0.17,7.5,0.001,0.12,0.21,3,PbGEM-317307
PBANKA_1357500,PBANKA_135750,PF3D7_1344600,LipA,lipoyl synthase,Dispensable,1,4.6,0.01,0.8,1.19,2,PbGEM-317331
PBANKA_1357700,PBANKA_135770,PF3D7_1344800,ATCase,"aspartate carbamoyltransferase, putative",Essential,0.17,6,0.003,0.07,0.27,2,PbGEM-108459
PBANKA_1357800,PBANKA_135780,PF3D7_1344900,,"conserved Plasmodium protein, unknown function",Slow,0.62,3.6,0.027,0.29,0.95,2,PbGEM-317363
PBANKA_1357900,PBANKA_135790,PF3D7_1345000,,"conserved Plasmodium protein, unknown function",Dispensable,1.02,5.1,0.006,0.86,1.18,1,PbGEM-061170
PBANKA_1358000,PBANKA_135800,PF3D7_1345100,TRX2,thioredoxin 2,Slow,0.75,4.7,0.009,0.56,0.95,1,PbGEM-317419
PBANKA_1358100,PBANKA_135810,PF3D7_1345200,ROM6,rhomboid protease ROM6,Essential,0.13,7.8,0,0.09,0.18,3,PbGEM-253334
PBANKA_1358200,PBANKA_135820,PF3D7_1345300,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,5.3,0.005,0.83,1.11,1,PbGEM-317435
PBANKA_1358300,PBANKA_135830,PF3D7_1345400,,"conserved Plasmodium protein, unknown function",Essential,0.1,1,Inf,NA,NA,2,PbGEM-339091
PBANKA_1358400,PBANKA_135840,PF3D7_1345500,,"ubiquitin-conjugating enzyme E2, putative",Essential,0.05,7.1,0.001,-0.01,0.11,3,PbGEM-253402
PBANKA_1358600,PBANKA_135860,PF3D7_1345700,IDH,"isocitrate dehydrogenase [NADP], mitochondrial, putative",Slow,0.31,7.2,0.001,0.25,0.36,2,PbGEM-108540
PBANKA_1358700,PBANKA_135870,PF3D7_1345800,,"conserved Plasmodium protein, unknown function",Dispensable,0.95,5.1,0.006,0.79,1.1,1,PbGEM-317507
PBANKA_1358800,PBANKA_135880,PF3D7_1345900,SPC25,"kinetochore protein SPC25, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-339107
PBANKA_1358900,PBANKA_135890,PF3D7_1346000,,"dynactin subunit 2, putative",Dispensable,1,6.1,0.002,0.91,1.1,1,PbGEM-253597
PBANKA_1359000,PBANKA_135900,PF3D7_1346100,SEC61,"protein transport protein SEC61 subunit alpha, putative",Essential,0.14,5.4,0.005,0.01,0.28,2,PbGEM-253633
PBANKA_1359100,PBANKA_135910,PF3D7_1346200,,"nuclear import protein MOG1, putative",Essential,0.09,4.8,0.008,-0.09,0.27,2,PbGEM-317555
PBANKA_1359200,PBANKA_135920,PF3D7_1346300,ALBA2,"DNA/RNA-binding protein Alba 2, putative",Dispensable,0.68,3.4,0.035,0.3,1.05,1,PbGEM-253702
PBANKA_1359400,PBANKA_135940,PF3D7_1346500,,"conserved Plasmodium protein, unknown function",Slow,0.67,5.7,0.003,0.55,0.78,1,PbGEM-317603
PBANKA_1359600,PBANKA_135960,PF3D7_1346700,P48/45,transmission blocking target antigen precursor;6-cysteine protein,Dispensable,0.94,6.3,0.002,0.86,1.03,2,PbGEM-061442
PBANKA_1359700,PBANKA_135970,PF3D7_1346800,P47,6-cysteine protein,Dispensable,0.98,7,0.001,0.92,1.04,2,PbGEM-343204
PBANKA_1360000,PBANKA_136000,PF3D7_1347100,TOP3,"DNA topoisomerase 3, putative",Slow,0.55,6.9,0.001,0.49,0.62,4,PbGEM-108701
PBANKA_1360300,PBANKA_136030,PF3D7_1347500,ALBA4,"DNA/RNA-binding protein Alba 4, putative",Slow,0.85,5.6,0.004,0.73,0.97,1,PbGEM-061533
PBANKA_1360400,PBANKA_136040,PF3D7_1347600,,"conserved Plasmodium protein, unknown function",Dispensable,1.07,5.1,0.006,0.92,1.23,1,PbGEM-254107
PBANKA_1360500,PBANKA_136050,PF3D7_1347700,ECT,ethanolamine-phosphate cytidylyltransferase,Slow,0.57,4.4,0.013,0.34,0.79,3,PbGEM-108739
PBANKA_1361100,PBANKA_136110,PF3D7_1348300,,"elongation factor Tu, putative",Essential,0.09,2.4,0.09,-0.51,0.69,2,PbGEM-254367
PBANKA_1361500,PBANKA_136150,PF3D7_1348700,WDR16,"WD repeat-containing protein 16, putative",Dispensable,0.91,4.4,0.012,0.69,1.13,2,PbGEM-061725
PBANKA_1361800,PBANKA_136180,PF3D7_1349000,,"conserved Plasmodium protein, unknown function",Dispensable,0.97,4.7,0.009,0.78,1.16,2,PbGEM-339211
PBANKA_1361900,PBANKA_136190,PF3D7_1349100,,"nucleoside diphosphate hydrolase, putative",Dispensable,0.92,5.4,0.005,0.79,1.06,2,PbGEM-061754
PBANKA_1362000,PBANKA_136200,PF3D7_1349200,,"glutamate--tRNA ligase, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-108832
PBANKA_1362100,PBANKA_136210,PF3D7_1349300,TKL3,"tyrosine kinase-like protein, putative",Slow,0.97,8.9,0,0.95,0.99,9,"PbGEM-108848,PbGEM-072546"
PBANKA_1362300,PBANKA_136230,PF3D7_1349500,,"conserved Plasmodium protein, unknown function",Essential,0.04,4.5,0.012,-0.17,0.26,2,PbGEM-339227
PBANKA_1362600,PBANKA_136260,PF3D7_1349800,,"nucleolar preribosomal associated cytoplasmic ATPase, putative",Essential,0.14,5,0.007,-0.03,0.31,3,PbGEM-254893
PBANKA_1362700,PBANKA_136270,PF3D7_1349900,,"conserved Plasmodium protein, unknown function",Essential,0.13,7.4,0.001,0.08,0.18,2,PbGEM-254930
PBANKA_1363200,PBANKA_136320,PF3D7_1350400,,"ubiquitin-activating enzyme E1, putative",Slow,0.74,5.7,0.003,0.62,0.85,2,PbGEM-108933
PBANKA_1363300,PBANKA_136330,PF3D7_1350500,,"conserved Plasmodium protein, unknown function",Essential,0.19,5,0.006,0.03,0.35,2,PbGEM-108949
PBANKA_1363700,PBANKA_136370,PF3D7_1350900,ApiAP2,"transcription factor with AP2 domain(s), putative",Dispensable,0.98,7.5,0.001,0.93,1.03,2,PbGEM-226413
PBANKA_1364100,PBANKA_136410,PF3D7_1351300,,"conserved Plasmodium protein, unknown function",Dispensable,0.96,5.2,0.005,0.82,1.11,1,PbGEM-318115
PBANKA_1364200,PBANKA_136420,PF3D7_1351400,,"60S ribosomal protein L17, putative",Essential,0.06,6.7,0.001,-0.02,0.13,1,PbGEM-539243
PBANKA_1364400,PBANKA_136440,PF3D7_1351700,IMC1f,"inner membrane complex protein 1f, putative",Slow,0.89,7,0.001,0.83,0.95,2,PbGEM-109041
PBANKA_1364800,PBANKA_136480,PF3D7_1352100,ABCB6,"ABC transporter B family member 6, putative",Essential,0.07,6.2,0.002,-0.01,0.16,3,"PbGEM-062141,PbGEM-255724"
PBANKA_1365400,PBANKA_136540,PF3D7_1352800,,"vacuolar fusion protein MON1, putative",Essential,0.02,8.1,0,-0.02,0.05,2,PbGEM-318323
PBANKA_1400100,PBANKA_140010,,,BIR protein;PIR protein,Essential,0.28,2.4,0.09,-0.32,0.88,2,PbGEM-537051
PBANKA_1400200,PBANKA_140020,,,BIR protein;PIR protein,Slow,0.8,5.5,0.004,0.67,0.93,2,PbGEM-318395
PBANKA_1400400,PBANKA_140040,,,fam-b protein,Dispensable,0.95,5.2,0.006,0.8,1.1,2,PbGEM-318427
PBANKA_1400600,PBANKA_140060,,,"cytoadherence linked asexual protein, putative",Essential,0.28,4,0.018,0.01,0.55,2,PbGEM-256118
PBANKA_1400700,PBANKA_140070,,,"Plasmodium exported protein, unknown function",Dispensable,0.83,4.3,0.013,0.6,1.06,2,PbGEM-062339
PBANKA_1401200,PBANKA_140120,PF3D7_1302700,,"ATP-dependent RNA helicase DHR1, putative",Essential,0.18,5,0.007,0.01,0.34,2,PbGEM-318531
PBANKA_1401300,PBANKA_140130,PF3D7_1302800,,"40S ribosomal protein S7, putative",Essential,0.02,8.2,0,-0.01,0.05,2,PbGEM-339323
PBANKA_1401400,PBANKA_140140,PF3D7_1302900,,"conserved Plasmodium protein, unknown function",Essential,0.07,8,0,0.03,0.1,2,PbGEM-339331
PBANKA_1401600,PBANKA_140160,PF3D7_1303100,,"methyltransferase-like protein, putative",Slow,0.54,10,0,0.53,0.55,58,PbGEM-062476
PBANKA_1401700,PBANKA_140170,PF3D7_1303200.1,,"SNARE protein, putative",Dispensable,0.99,6.5,0.002,0.91,1.07,1,PbGEM-343220
PBANKA_1402100,PBANKA_140210,PF3D7_1303600,,"conserved Plasmodium protein, unknown function",Essential,0.06,7.9,0,0.02,0.1,2,PbGEM-339363
PBANKA_1402200,PBANKA_140220,PF3D7_1303700,,"conserved Plasmodium protein, unknown function",Essential,0.07,7.4,0.001,0.02,0.12,2,PbGEM-318675
PBANKA_1402400,PBANKA_140240,PF3D7_1303900,,"conserved Plasmodium protein, unknown function",Dispensable,0.98,5.7,0.003,0.87,1.1,1,PbGEM-339371
PBANKA_1402500,PBANKA_140250,PF3D7_1304000,,"condensin complex subunit 2, putative",Essential,0.11,2.4,0.094,-0.5,0.73,3,PbGEM-256566
PBANKA_1402600,PBANKA_140260,PF3D7_1304100,,"DNA ligase I, putative",Essential,0.1,1,Inf,NA,NA,2,PbGEM-318723
PBANKA_1402700,PBANKA_140270,PF3D7_1304200.1,,"CorA-like Mg2+ transporter protein, putative",Dispensable,0.96,5.9,0.003,0.86,1.06,1,PbGEM-318755
PBANKA_1403000,PBANKA_140300,,,"small heat shock protein, putative",Dispensable,0.9,4.7,0.009,0.71,1.1,1,PbGEM-537067
PBANKA_1403100,PBANKA_140310,PF3D7_1304600,,"conserved Plasmodium protein, unknown function",Slow,0.27,6,0.003,0.17,0.37,2,PbGEM-339395
