PBANKA_0944121,PBANKA_000670,PBANKA_000720,PBANKA_000740,PBANKA_000760,PBANKA_000790,PBANKA_000900,PBANKA_000935,PBANKA_000990,PBANKA_001000,PBANKA_001020
PBANKA_1315800,PBANKA_131580,,,,,,,,,
PBANKA_1315900,PBANKA_131590,,,,,,,,,
PBANKA_1316000,PBANKA_131600,,,,,,,,,
PBANKA_1316100,PBANKA_131610,,,,,,,,,
PBANKA_1316200,PBANKA_131620,,,,,,,,,
PBANKA_1316300,PBANKA_131630,,,,,,,,,
PBANKA_1316400,PBANKA_131640,,,,,,,,,
PBANKA_1316500,PBANKA_131650,,,,,,,,,
PBANKA_1316600,PBANKA_131660,,,,,,,,,
PBANKA_1316700,PBANKA_131670,,,,,,,,,
PBANKA_1316800,PBANKA_131680,,,,,,,,,
PBANKA_1316900,PBANKA_131690,,,,,,,,,
PBANKA_1317000,PBANKA_131700,,,,,,,,,
PBANKA_1317100,PBANKA_131710,,,,,,,,,
PBANKA_1317200,PBANKA_131720,,,,,,,,,
PBANKA_1317300,PBANKA_131730,,,,,,,,,
PBANKA_1317400,PBANKA_131740,,,,,,,,,
PBANKA_1317500,PBANKA_131750,,,,,,,,,
PBANKA_1317600,PBANKA_131760,,,,,,,,,
PBANKA_1317700,PBANKA_131770,,,,,,,,,
PBANKA_1317800,PBANKA_131780,,,,,,,,,
PBANKA_1317900,PBANKA_131790,,,,,,,,,
PBANKA_1318000,PBANKA_131800,,,,,,,,,
PBANKA_1318100,PBANKA_131810,,,,,,,,,
PBANKA_1318200,PBANKA_131820,,,,,,,,,
PBANKA_1318300,PBANKA_131830,,,,,,,,,
PBANKA_1318400,PBANKA_131840,,,,,,,,,
PBANKA_1318500,PBANKA_131850,,,,,,,,,
PBANKA_1318600,PBANKA_131860,,,,,,,,,
PBANKA_1318700,PBANKA_131870,,,,,,,,,
PBANKA_1318800,PBANKA_131880,,,,,,,,,
PBANKA_1318900,PBANKA_131890,,,,,,,,,
PBANKA_1319000,PBANKA_131900,,,,,,,,,
PBANKA_1319100,PBANKA_131910,,,,,,,,,
PBANKA_1319200,PBANKA_131920,,,,,,,,,
PBANKA_1319300,PBANKA_131930,,,,,,,,,
PBANKA_1319400,PBANKA_131940,,,,,,,,,
PBANKA_1319500,PBANKA_131950,,,,,,,,,
PBANKA_1319600,PBANKA_131960,,,,,,,,,
PBANKA_1319700,PBANKA_131970,,,,,,,,,
PBANKA_1319800,PBANKA_131980,,,,,,,,,
PBANKA_1319900,PBANKA_131990,,,,,,,,,
PBANKA_1320000,PBANKA_132000,,,,,,,,,
PBANKA_1320100,PBANKA_132010,,,,,,,,,
PBANKA_1320200,PBANKA_132020,,,,,,,,,
PBANKA_1320300,PBANKA_132030,,,,,,,,,
PBANKA_1320400,PBANKA_132040,,,,,,,,,
PBANKA_1320500,PBANKA_132050,,,,,,,,,
PBANKA_1320600,PBANKA_132060,,,,,,,,,
PBANKA_1320700,PBANKA_132070,,,,,,,,,
PBANKA_1320800,PBANKA_132080,,,,,,,,,
PBANKA_1320900,PBANKA_132090,,,,,,,,,
PBANKA_1321000,PBANKA_132100,,,,,,,,,
PBANKA_1321100,PBANKA_132110,,,,,,,,,
PBANKA_1321200,PBANKA_132120,,,,,,,,,
PBANKA_1321300,PBANKA_132130,,,,,,,,,
PBANKA_1321400,PBANKA_132140,,,,,,,,,
PBANKA_1321500,PBANKA_132150,,,,,,,,,
PBANKA_1321600,PBANKA_132160,,,,,,,,,
PBANKA_1321700,PBANKA_132170,,,,,,,,,
PBANKA_1321800,PBANKA_132180,,,,,,,,,
PBANKA_1321900,PBANKA_132190,,,,,,,,,
PBANKA_1322000,PBANKA_132200,,,,,,,,,
PBANKA_1322100,PBANKA_132210,,,,,,,,,
PBANKA_1322200,PBANKA_132220,,,,,,,,,
PBANKA_1322300,PBANKA_132230,,,,,,,,,
PBANKA_1322400,PBANKA_132240,,,,,,,,,
PBANKA_1322500,PBANKA_132250,,,,,,,,,
PBANKA_1322600,PBANKA_132260,,,,,,,,,
PBANKA_1322700,PBANKA_132270,,,,,,,,,
PBANKA_1322800,PBANKA_132280,,,,,,,,,
PBANKA_1322900,PBANKA_132290,,,,,,,,,
PBANKA_1323000,PBANKA_132300,,,,,,,,,
PBANKA_1323100,PBANKA_132310,,,,,,,,,
PBANKA_1323200,PBANKA_132320,,,,,,,,,
PBANKA_1323300,PBANKA_132330,,,,,,,,,
PBANKA_1323400,PBANKA_132340,,,,,,,,,
PBANKA_1323500,PBANKA_132350,,,,,,,,,
PBANKA_1323600,PBANKA_132360,,,,,,,,,
PBANKA_1323700,PBANKA_132370,,,,,,,,,
PBANKA_1323800,PBANKA_132380,,,,,,,,,
PBANKA_1323900,PBANKA_132390,,,,,,,,,
PBANKA_1324000,PBANKA_132400,,,,,,,,,
PBANKA_1324100,PBANKA_132410,,,,,,,,,
PBANKA_1324200,PBANKA_132420,,,,,,,,,
PBANKA_1324300,PBANKA_132430,,,,,,,,,
PBANKA_1324400,PBANKA_132440,,,,,,,,,
PBANKA_1324500,PBANKA_132450,,,,,,,,,
PBANKA_1324600,PBANKA_132460,,,,,,,,,
PBANKA_1324700,PBANKA_132470,,,,,,,,,
PBANKA_1324800,PBANKA_132480,,,,,,,,,
PBANKA_1324900,PBANKA_132490,,,,,,,,,
PBANKA_1325000,PBANKA_132500,,,,,,,,,
PBANKA_1325100,PBANKA_132510,,,,,,,,,
PBANKA_1325200,PBANKA_132520,,,,,,,,,
PBANKA_1325300,PBANKA_132530,,,,,,,,,
PBANKA_1325400,PBANKA_132540,,,,,,,,,
PBANKA_1325500,PBANKA_132550,,,,,,,,,
PBANKA_1325600,PBANKA_132560,,,,,,,,,
PBANKA_1325700,PBANKA_132570,,,,,,,,,
PBANKA_1325800,PBANKA_132580,,,,,,,,,
PBANKA_1325900,PBANKA_132590,,,,,,,,,
PBANKA_1326000,PBANKA_132600,,,,,,,,,
PBANKA_1326100,PBANKA_132610,,,,,,,,,
PBANKA_1326200,PBANKA_132620,,,,,,,,,
PBANKA_1326300,PBANKA_132630,,,,,,,,,
PBANKA_1326400,PBANKA_132640,,,,,,,,,
PBANKA_1326500,PBANKA_132650,,,,,,,,,
PBANKA_1326600,PBANKA_132660,,,,,,,,,
PBANKA_1326700,PBANKA_132670,,,,,,,,,
PBANKA_1326800,PBANKA_132680,,,,,,,,,
PBANKA_1326900,PBANKA_132690,,,,,,,,,
PBANKA_1327021,PBANKA_000235,,,,,,,,,
PBANKA_1327080,PBANKA_132708,,,,,,,,,
PBANKA_1327100,PBANKA_132710,,,,,,,,,
PBANKA_1327200,PBANKA_132720,,,,,,,,,
PBANKA_1327300,PBANKA_132730,,,,,,,,,
PBANKA_1327400,PBANKA_132740,,,,,,,,,
PBANKA_1327500,PBANKA_132750,,,,,,,,,
PBANKA_1327600,PBANKA_132760,,,,,,,,,
PBANKA_1327700,PBANKA_132770,,,,,,,,,
PBANKA_1327800,PBANKA_132780,,,,,,,,,
PBANKA_1327900,PBANKA_132790,,,,,,,,,
PBANKA_1328000,PBANKA_132800,,,,,,,,,
PBANKA_1328100,PBANKA_132810,,,,,,,,,
PBANKA_1328200,PBANKA_132820,,,,,,,,,
PBANKA_1328300,PBANKA_132830,,,,,,,,,
PBANKA_1328400,PBANKA_132840,,,,,,,,,
PBANKA_1328500,PBANKA_132850,,,,,,,,,
PBANKA_1328600,PBANKA_132860,,,,,,,,,
PBANKA_1328700,PBANKA_132870,,,,,,,,,
PBANKA_1328800,PBANKA_132880,,,,,,,,,
PBANKA_1328900,PBANKA_132890,,,,,,,,,
PBANKA_1329000,PBANKA_132900,,,,,,,,,
PBANKA_1329100,PBANKA_132910,,,,,,,,,
PBANKA_1329200,PBANKA_132920,,,,,,,,,
PBANKA_1329300,PBANKA_132930,,,,,,,,,
PBANKA_1329400,PBANKA_132940,,,,,,,,,
PBANKA_1329500,PBANKA_132950,,,,,,,,,
PBANKA_1329600,PBANKA_132960,,,,,,,,,
PBANKA_1329700,PBANKA_132970,,,,,,,,,
PBANKA_1329800,PBANKA_132980,,,,,,,,,
PBANKA_1329900,PBANKA_132990,,,,,,,,,
PBANKA_1330000,PBANKA_133000,,,,,,,,,
PBANKA_1330100,PBANKA_133010,,,,,,,,,
PBANKA_1330200,PBANKA_133020,,,,,,,,,
PBANKA_1330300,PBANKA_133030,,,,,,,,,
PBANKA_1330400,PBANKA_133040,,,,,,,,,
PBANKA_1330500,PBANKA_133050,,,,,,,,,
PBANKA_1330600,PBANKA_133060,,,,,,,,,
PBANKA_1330700,PBANKA_133070,,,,,,,,,
PBANKA_1330800,PBANKA_133080,,,,,,,,,
PBANKA_1330900,PBANKA_133090,,,,,,,,,
PBANKA_1331000,PBANKA_133100,,,,,,,,,
PBANKA_1331100,PBANKA_133110,,,,,,,,,
PBANKA_1331200,PBANKA_133120,,,,,,,,,
PBANKA_1331300,PBANKA_133130,,,,,,,,,
PBANKA_1331400,PBANKA_133140,,,,,,,,,
PBANKA_1331500,PBANKA_133150,,,,,,,,,
PBANKA_1331600,PBANKA_133160,,,,,,,,,
PBANKA_1331700,PBANKA_133170,,,,,,,,,
PBANKA_1331800,PBANKA_133180,,,,,,,,,
PBANKA_1331900,PBANKA_133190,,,,,,,,,
PBANKA_1332000,PBANKA_133200,,,,,,,,,
PBANKA_1332100,PBANKA_133210,,,,,,,,,
PBANKA_1332200,PBANKA_133220,,,,,,,,,
PBANKA_1332300,PBANKA_133230,,,,,,,,,
PBANKA_1332400,PBANKA_133240,,,,,,,,,
PBANKA_1332500,PBANKA_133250,,,,,,,,,
PBANKA_1332600,PBANKA_133260,,,,,,,,,
PBANKA_1332700,PBANKA_133270,,,,,,,,,
PBANKA_1332800,PBANKA_133280,,,,,,,,,
PBANKA_1332900,PBANKA_133290,,,,,,,,,
PBANKA_1333000,PBANKA_133300,,,,,,,,,
PBANKA_1333100,PBANKA_133310,,,,,,,,,
PBANKA_1333200,PBANKA_133320,,,,,,,,,
PBANKA_1333300,PBANKA_133330,,,,,,,,,
PBANKA_1333400,PBANKA_133340,,,,,,,,,
PBANKA_1333500,PBANKA_133350,,,,,,,,,
PBANKA_1333600,PBANKA_133360,,,,,,,,,
PBANKA_1333700,PBANKA_133370,,,,,,,,,
PBANKA_1333800,PBANKA_133380,,,,,,,,,
PBANKA_1333900,PBANKA_133390,,,,,,,,,
PBANKA_1334000,PBANKA_133400,,,,,,,,,
PBANKA_1334100,PBANKA_133410,,,,,,,,,
PBANKA_1334200,PBANKA_133420,,,,,,,,,
PBANKA_1334300,PBANKA_133430,,,,,,,,,
PBANKA_1334400,PBANKA_133440,,,,,,,,,
PBANKA_1334500,PBANKA_133450,,,,,,,,,
PBANKA_1334600,PBANKA_133460,,,,,,,,,
PBANKA_1334700,PBANKA_133470,,,,,,,,,
PBANKA_1334800,PBANKA_133480,,,,,,,,,
PBANKA_1334900,PBANKA_133490,,,,,,,,,
PBANKA_1335000,PBANKA_133500,,,,,,,,,
PBANKA_1335100,PBANKA_133510,,,,,,,,,
PBANKA_1335200,PBANKA_133520,,,,,,,,,
PBANKA_1335300,PBANKA_133530,,,,,,,,,
PBANKA_1335400,PBANKA_133540,,,,,,,,,
PBANKA_1335500,PBANKA_133550,,,,,,,,,
PBANKA_1335600,PBANKA_133560,,,,,,,,,
PBANKA_1335700,PBANKA_133570,,,,,,,,,
PBANKA_1335800,PBANKA_133580,,,,,,,,,
PBANKA_1335900,PBANKA_133590,,,,,,,,,
PBANKA_1336000,PBANKA_133600,,,,,,,,,
PBANKA_1336100,PBANKA_133610,,,,,,,,,
PBANKA_1336200,PBANKA_133620,,,,,,,,,
PBANKA_1336300,PBANKA_133630,,,,,,,,,
PBANKA_1336400,PBANKA_133640,,,,,,,,,
PBANKA_1336500,PBANKA_133650,,,,,,,,,
PBANKA_1336600,PBANKA_133660,,,,,,,,,
PBANKA_1336700,PBANKA_133670,,,,,,,,,
PBANKA_1336800,PBANKA_133680,,,,,,,,,
PBANKA_1336900,PBANKA_133690,,,,,,,,,
PBANKA_1337000,PBANKA_133700,,,,,,,,,
PBANKA_1337100,PBANKA_133710,,,,,,,,,
PBANKA_1337200,PBANKA_133720,,,,,,,,,
PBANKA_1337300,PBANKA_133730,,,,,,,,,
PBANKA_1337400,PBANKA_133740,,,,,,,,,
PBANKA_1337500,PBANKA_133750,,,,,,,,,
PBANKA_1337600,PBANKA_133760,,,,,,,,,
PBANKA_1337700,PBANKA_133770,,,,,,,,,
PBANKA_1337800,PBANKA_133780,,,,,,,,,
PBANKA_1337900,PBANKA_133790,,,,,,,,,
PBANKA_1338000,PBANKA_133800,,,,,,,,,
PBANKA_1338100,PBANKA_133810,,,,,,,,,
PBANKA_1338200,PBANKA_133820,,,,,,,,,
PBANKA_1338300,PBANKA_133830,,,,,,,,,
PBANKA_1338400,PBANKA_133840,,,,,,,,,
PBANKA_1338500,PBANKA_133850,,,,,,,,,
PBANKA_1338600,PBANKA_133860,,,,,,,,,
PBANKA_1338700,PBANKA_133870,,,,,,,,,
PBANKA_1338800,PBANKA_133880,,,,,,,,,
PBANKA_1338900,PBANKA_133890,,,,,,,,,
PBANKA_1339000,PBANKA_133900,,,,,,,,,
PBANKA_1339100,PBANKA_133910,,,,,,,,,
PBANKA_1339200,PBANKA_133920,,,,,,,,,
PBANKA_1339300,PBANKA_133930,,,,,,,,,
PBANKA_1339400,PBANKA_133940,,,,,,,,,
PBANKA_1339500,PBANKA_133950,,,,,,,,,
PBANKA_1339600,PBANKA_133960,,,,,,,,,
PBANKA_1339700,PBANKA_133970,,,,,,,,,
PBANKA_1339800,PBANKA_133980,,,,,,,,,
PBANKA_1339900,PBANKA_133990,,,,,,,,,
PBANKA_1340000,PBANKA_134000,,,,,,,,,
PBANKA_1340100,PBANKA_134010,,,,,,,,,
PBANKA_1340200,PBANKA_134020,,,,,,,,,
PBANKA_1340300,PBANKA_134030,,,,,,,,,
PBANKA_1340400,PBANKA_134040,,,,,,,,,
PBANKA_1340500,PBANKA_134050,,,,,,,,,
PBANKA_1340600,PBANKA_134060,,,,,,,,,
PBANKA_1340700,PBANKA_134070,,,,,,,,,
PBANKA_1340800,PBANKA_134080,,,,,,,,,
PBANKA_1340900,PBANKA_134090,,,,,,,,,
PBANKA_1341000,PBANKA_134100,,,,,,,,,
PBANKA_1341100,PBANKA_134110,,,,,,,,,
PBANKA_1341200,PBANKA_134120,,,,,,,,,
PBANKA_1341300,PBANKA_134130,,,,,,,,,
PBANKA_1341400,PBANKA_134140,,,,,,,,,
PBANKA_1341500,PBANKA_134150,,,,,,,,,
PBANKA_1341600,PBANKA_134160,,,,,,,,,
PBANKA_1341700,PBANKA_134170,,,,,,,,,
PBANKA_1341800,PBANKA_134180,,,,,,,,,
PBANKA_1341900,PBANKA_134190,,,,,,,,,
PBANKA_1342000,PBANKA_134200,,,,,,,,,
PBANKA_1342100,PBANKA_134210,,,,,,,,,
PBANKA_1342200,PBANKA_134220,,,,,,,,,
PBANKA_1342400,PBANKA_134240,,,,,,,,,
PBANKA_1342500,PBANKA_134250,,,,,,,,,
PBANKA_1342600,PBANKA_134260,,,,,,,,,
PBANKA_1342700,PBANKA_134270,,,,,,,,,
PBANKA_1342800,PBANKA_134280,,,,,,,,,
PBANKA_1342900,PBANKA_134290,,,,,,,,,
PBANKA_1343000,PBANKA_134300,,,,,,,,,
PBANKA_1343100,PBANKA_134310,,,,,,,,,
PBANKA_1343200,PBANKA_134320,,,,,,,,,
PBANKA_1343300,PBANKA_134330,,,,,,,,,
PBANKA_1343400,PBANKA_134340,,,,,,,,,
PBANKA_1343500,PBANKA_134350,,,,,,,,,
PBANKA_1343600,PBANKA_134360,,,,,,,,,
PBANKA_1343700,PBANKA_134370,,,,,,,,,
PBANKA_1343750,PBANKA_134375,,,,,,,,,
PBANKA_1343800,PBANKA_134380,,,,,,,,,
PBANKA_1343900,PBANKA_134390,,,,,,,,,
PBANKA_1344000,PBANKA_134400,,,,,,,,,
PBANKA_1344100,PBANKA_134410,,,,,,,,,
PBANKA_1344200,PBANKA_134420,,,,,,,,,
PBANKA_1344300,PBANKA_134430,,,,,,,,,
PBANKA_1344400,PBANKA_134440,,,,,,,,,
PBANKA_1344500,PBANKA_134450,,,,,,,,,
PBANKA_1344600,PBANKA_134460,,,,,,,,,
PBANKA_1344700,PBANKA_134470,,,,,,,,,
PBANKA_1344800,PBANKA_134480,,,,,,,,,
PBANKA_1344900,PBANKA_134490,,,,,,,,,
PBANKA_1345000,PBANKA_134500,,,,,,,,,
PBANKA_1345100,PBANKA_134510,,,,,,,,,
PBANKA_1345200,PBANKA_134520,,,,,,,,,
PBANKA_1345300,PBANKA_134530,,,,,,,,,
PBANKA_1345400,PBANKA_134540,,,,,,,,,
PBANKA_1345500,PBANKA_134550,,,,,,,,,
PBANKA_1345600,PBANKA_134560,,,,,,,,,
PBANKA_1345700,PBANKA_134570,,,,,,,,,
PBANKA_1345800,PBANKA_134580,,,,,,,,,
PBANKA_1345850,PBANKA_134585,,,,,,,,,
PBANKA_1345900,PBANKA_134590,,,,,,,,,
PBANKA_1346000,PBANKA_134600,,,,,,,,,
PBANKA_1346100,PBANKA_134610,,,,,,,,,
PBANKA_1346200,PBANKA_134620,,,,,,,,,
PBANKA_1346300,PBANKA_134630,,,,,,,,,
PBANKA_1346400,PBANKA_134640,,,,,,,,,
PBANKA_1346500,PBANKA_134650,,,,,,,,,
PBANKA_1346600,PBANKA_134660,,,,,,,,,
PBANKA_1346700,PBANKA_134670,,,,,,,,,
PBANKA_1346750,PBANKA_134675,,,,,,,,,
PBANKA_1346800,PBANKA_134680,,,,,,,,,
PBANKA_1346900,PBANKA_134690,,,,,,,,,
PBANKA_1347000,PBANKA_134700,,,,,,,,,
PBANKA_1347100,PBANKA_134710,,,,,,,,,
PBANKA_1347200,PBANKA_134720,,,,,,,,,
PBANKA_1347300,PBANKA_134730,,,,,,,,,
PBANKA_1347400,PBANKA_134740,,,,,,,,,
PBANKA_1347500,PBANKA_134750,,,,,,,,,
PBANKA_1347600,PBANKA_134760,,,,,,,,,
PBANKA_1347700,PBANKA_134770,,,,,,,,,
PBANKA_1347800,PBANKA_134780,,,,,,,,,
PBANKA_1347900,PBANKA_134790,,,,,,,,,
PBANKA_1348000,PBANKA_134800,,,,,,,,,
PBANKA_1348100,PBANKA_134810,,,,,,,,,
PBANKA_1348200,PBANKA_134820,,,,,,,,,
PBANKA_1348300,PBANKA_134830,,,,,,,,,
PBANKA_1348400,PBANKA_134840,,,,,,,,,
PBANKA_1348500,PBANKA_134850,,,,,,,,,
PBANKA_1348600,PBANKA_134860,,,,,,,,,
PBANKA_1348700,PBANKA_134870,,,,,,,,,
PBANKA_1348800,PBANKA_134880,,,,,,,,,
PBANKA_1348900,PBANKA_134890,,,,,,,,,
PBANKA_1349000,PBANKA_134900,,,,,,,,,
PBANKA_1349100,PBANKA_134910,,,,,,,,,
PBANKA_1349200,PBANKA_134920,,,,,,,,,
PBANKA_1349300,PBANKA_134930,,,,,,,,,
PBANKA_1349400,PBANKA_134940,,,,,,,,,
PBANKA_1349500,PBANKA_134950,,,,,,,,,
PBANKA_1349600,PBANKA_134960,,,,,,,,,
PBANKA_1349700,PBANKA_134970,,,,,,,,,
PBANKA_1349800,PBANKA_134980,,,,,,,,,
PBANKA_1349900,PBANKA_134990,,,,,,,,,
PBANKA_1350000,PBANKA_135000,,,,,,,,,
PBANKA_1350100,PBANKA_135010,,,,,,,,,
PBANKA_1350200,PBANKA_135020,,,,,,,,,
PBANKA_1350300,PBANKA_135030,,,,,,,,,
PBANKA_1350350,PBANKA_135035,,,,,,,,,
PBANKA_1350400,PBANKA_135040,,,,,,,,,
PBANKA_1350500,PBANKA_135050,,,,,,,,,
PBANKA_1350600,PBANKA_135060,,,,,,,,,
PBANKA_1350700,PBANKA_135070,,,,,,,,,
PBANKA_1350800,PBANKA_135080,,,,,,,,,
PBANKA_1350900,PBANKA_135090,,,,,,,,,
PBANKA_1351000,PBANKA_135100,,,,,,,,,
PBANKA_1351100,PBANKA_135110,,,,,,,,,
PBANKA_1351200,PBANKA_135120,,,,,,,,,
PBANKA_1351300,PBANKA_135130,,,,,,,,,
PBANKA_1351351,,,,,,,,,,
PBANKA_1351400,PBANKA_135140,,,,,,,,,
PBANKA_1351500,PBANKA_135150,,,,,,,,,
PBANKA_1351600,PBANKA_135160,,,,,,,,,
PBANKA_1351700,PBANKA_135170,,,,,,,,,
PBANKA_1351800,PBANKA_135180,,,,,,,,,
PBANKA_1351900,PBANKA_135190,,,,,,,,,
PBANKA_1352000,PBANKA_135200,,,,,,,,,
PBANKA_1352100,PBANKA_135210,,,,,,,,,
PBANKA_1352200,PBANKA_135220,,,,,,,,,
PBANKA_1352300,PBANKA_135230,,,,,,,,,
PBANKA_1352400,PBANKA_135240,,,,,,,,,
PBANKA_1352500,PBANKA_135250,,,,,,,,,
PBANKA_1352600,PBANKA_135260,,,,,,,,,
PBANKA_1352621,,,,,,,,,,
PBANKA_1352641,,,,,,,,,,
PBANKA_1352700,PBANKA_135270,,,,,,,,,
PBANKA_1352800,PBANKA_135280,,,,,,,,,
PBANKA_1352900,PBANKA_135290,,,,,,,,,
PBANKA_1353000,PBANKA_135300,,,,,,,,,
PBANKA_1353100,PBANKA_135310,,,,,,,,,
PBANKA_1353200,PBANKA_135320,,,,,,,,,
PBANKA_1353300,PBANKA_135330,,,,,,,,,
PBANKA_1353400,PBANKA_135340,,,,,,,,,
PBANKA_1353500,PBANKA_135350,,,,,,,,,
PBANKA_1353600,PBANKA_135360,,,,,,,,,
PBANKA_1353700,PBANKA_135370,,,,,,,,,
PBANKA_1353800,PBANKA_135380,,,,,,,,,
PBANKA_1353900,PBANKA_135390,,,,,,,,,
PBANKA_1354000,PBANKA_135400,,,,,,,,,
PBANKA_1354100,PBANKA_135410,,,,,,,,,
PBANKA_1354200,PBANKA_135420,,,,,,,,,
PBANKA_1354300,PBANKA_135430,,,,,,,,,
PBANKA_1354351,,,,,,,,,,
PBANKA_1354380,PBANKA_135438,,,,,,,,,
PBANKA_1354400,PBANKA_135440,,,,,,,,,
PBANKA_1354500,PBANKA_135450,,,,,,,,,
PBANKA_1354550,PBANKA_135455,,,,,,,,,
PBANKA_1354600,PBANKA_135460,,,,,,,,,
PBANKA_1354700,PBANKA_135470,,,,,,,,,
PBANKA_1354800,PBANKA_135480,,,,,,,,,
PBANKA_1354900,PBANKA_135490,,,,,,,,,
PBANKA_1355000,PBANKA_135500,,,,,,,,,
PBANKA_1355100,PBANKA_135510,,,,,,,,,
PBANKA_1355200,PBANKA_135520,,,,,,,,,
PBANKA_1355300,PBANKA_135530,,,,,,,,,
PBANKA_1355400,PBANKA_135540,,,,,,,,,
PBANKA_1355500,PBANKA_135550,,,,,,,,,
PBANKA_1355600,PBANKA_135560,,,,,,,,,
PBANKA_1355700,PBANKA_135570,,,,,,,,,
PBANKA_1355800,PBANKA_135580,,,,,,,,,
PBANKA_1355900,PBANKA_135590,,,,,,,,,
PBANKA_1356000,PBANKA_135600,,,,,,,,,
PBANKA_1356100,PBANKA_135610,,,,,,,,,
PBANKA_1356200,PBANKA_135620,,,,,,,,,
PBANKA_1356300,PBANKA_135630,,,,,,,,,
PBANKA_1356400,PBANKA_135640,,,,,,,,,
PBANKA_1356500,PBANKA_135650,,,,,,,,,
PBANKA_1356600,PBANKA_135660,,,,,,,,,
PBANKA_1356700,PBANKA_135670,,,,,,,,,
PBANKA_1356800,PBANKA_135680,,,,,,,,,
PBANKA_1356900,PBANKA_135690,,,,,,,,,
PBANKA_1357000,PBANKA_135700,,,,,,,,,
PBANKA_1357100,PBANKA_135710,,,,,,,,,
PBANKA_1357200,PBANKA_135720,,,,,,,,,
PBANKA_1357300,PBANKA_135730,,,,,,,,,
PBANKA_1357400,PBANKA_135740,,,,,,,,,
PBANKA_1357500,PBANKA_135750,,,,,,,,,
PBANKA_1357600,PBANKA_135760,,,,,,,,,
PBANKA_1357700,PBANKA_135770,,,,,,,,,
PBANKA_1357800,PBANKA_135780,,,,,,,,,
PBANKA_1357900,PBANKA_135790,,,,,,,,,
PBANKA_1358000,PBANKA_135800,,,,,,,,,
PBANKA_1358100,PBANKA_135810,,,,,,,,,
PBANKA_1358200,PBANKA_135820,,,,,,,,,
PBANKA_1358300,PBANKA_135830,,,,,,,,,
PBANKA_1358400,PBANKA_135840,,,,,,,,,
PBANKA_1358500,PBANKA_135850,,,,,,,,,
PBANKA_1358600,PBANKA_135860,,,,,,,,,
PBANKA_1358700,PBANKA_135870,,,,,,,,,
PBANKA_1358800,PBANKA_135880,,,,,,,,,
PBANKA_1358900,PBANKA_135890,,,,,,,,,
PBANKA_1359000,PBANKA_135900,,,,,,,,,
PBANKA_1359100,PBANKA_135910,,,,,,,,,
PBANKA_1359200,PBANKA_135920,,,,,,,,,
PBANKA_1359300,PBANKA_135930,,,,,,,,,
PBANKA_1359400,PBANKA_135940,,,,,,,,,
PBANKA_1359500,PBANKA_135950,,,,,,,,,
PBANKA_1359600,PBANKA_135960,,,,,,,,,
PBANKA_1359700,PBANKA_135970,,,,,,,,,
PBANKA_1359800,PBANKA_135980,,,,,,,,,
PBANKA_1359900,PBANKA_135990,,,,,,,,,
PBANKA_1360000,PBANKA_136000,,,,,,,,,
PBANKA_1360100,PBANKA_136010,,,,,,,,,
PBANKA_1360200,PBANKA_136020,,,,,,,,,
PBANKA_1360300,PBANKA_136030,,,,,,,,,
PBANKA_1360400,PBANKA_136040,,,,,,,,,
PBANKA_1360500,PBANKA_136050,,,,,,,,,
PBANKA_1360600,PBANKA_136060,,,,,,,,,
PBANKA_1360700,PBANKA_136070,,,,,,,,,
PBANKA_1360800,PBANKA_136080,,,,,,,,,
PBANKA_1360900,PBANKA_136090,,,,,,,,,
PBANKA_1361000,PBANKA_136100,,,,,,,,,
PBANKA_1361100,PBANKA_136110,,,,,,,,,
PBANKA_1361200,PBANKA_136120,,,,,,,,,
PBANKA_1361300,PBANKA_136130,,,,,,,,,
PBANKA_1361400,PBANKA_136140,,,,,,,,,
PBANKA_1361500,PBANKA_136150,,,,,,,,,
PBANKA_1361600,PBANKA_136160,,,,,,,,,
PBANKA_1361700,PBANKA_136170,,,,,,,,,
PBANKA_1361800,PBANKA_136180,,,,,,,,,
PBANKA_1361900,PBANKA_136190,,,,,,,,,
PBANKA_1362000,PBANKA_136200,,,,,,,,,
PBANKA_1362100,PBANKA_136210,,,,,,,,,
PBANKA_1362200,PBANKA_136220,,,,,,,,,
PBANKA_1362300,PBANKA_136230,,,,,,,,,
PBANKA_1362400,PBANKA_136240,,,,,,,,,
PBANKA_1362500,PBANKA_136250,,,,,,,,,
PBANKA_1362600,PBANKA_136260,,,,,,,,,
PBANKA_1362700,PBANKA_136270,,,,,,,,,
PBANKA_1362800,PBANKA_136280,,,,,,,,,
PBANKA_1362900,PBANKA_136290,,,,,,,,,
PBANKA_1363000,PBANKA_136300,,,,,,,,,
PBANKA_1363100,PBANKA_136310,,,,,,,,,
PBANKA_1363200,PBANKA_136320,,,,,,,,,
PBANKA_1363300,PBANKA_136330,,,,,,,,,
PBANKA_1363400,PBANKA_136340,,,,,,,,,
PBANKA_1363500,PBANKA_136350,,,,,,,,,
PBANKA_1363600,PBANKA_136360,,,,,,,,,
PBANKA_1363700,PBANKA_136370,,,,,,,,,
PBANKA_1363800,PBANKA_136380,,,,,,,,,
PBANKA_1363900,PBANKA_136390,,,,,,,,,
PBANKA_1364000,PBANKA_136400,,,,,,,,,
PBANKA_1364100,PBANKA_136410,,,,,,,,,
PBANKA_1364200,PBANKA_136420,,,,,,,,,
PBANKA_1364250,PBANKA_136425,,,,,,,,,
PBANKA_1364300,PBANKA_136430,,,,,,,,,
