GeneNew	Type	Domain	Domain2	Val1	Val2	Val3
PF3D7_1208800	InterproscanData_RSRC	SSF57850	52291	1104	1157	1.60E-08
PF3D7_1208800	InterproscanData_RSRC	SM00184	RING	1105	1150	6.70E-04
PF3D7_1208900	InterproscanData_RSRC	SSF81606	49733	1066	1079	3.70E-17
PF3D7_1208900	InterproscanData_RSRC	SSF81606	49733	983	1039	3.70E-17
PF3D7_1208900	InterproscanData_RSRC	SSF81606	49733	917	949	3.70E-17
PF3D7_1208900	InterproscanData_RSRC	SSF81606	49733	736	881	3.70E-17
PF3D7_1208900	InterproscanData_RSRC	SM00332	PP2Cc	744	1077	9.40E-04
PF3D7_1209000	InterproscanData_RSRC	PF09282	Mago-bind	49	74	2.30E-13
PF3D7_1209000	InterproscanData_RSRC	SSF101931	43277	43	74	1.10E-09
PF3D7_1209200	InterproscanData_RSRC	SM00651	Sm	19	92	2.30E-18
PF3D7_1209200	InterproscanData_RSRC	PF01423	LSM	20	92	6.30E-16
PF3D7_1209200	InterproscanData_RSRC	SSF50182	53242	18	96	2.40E-19
PF3D7_1209200	InterproscanData_RSRC	PIRSF037188		1	108	4.80E-57
PF3D7_1209300	InterproscanData_RSRC	SSF57667	53340	1039	1089	2.00E-10
PF3D7_1209300	InterproscanData_RSRC	SSF57667	53340	1406	1456	7.10E-06
PF3D7_1209300	InterproscanData_RSRC	PS50157	ZINC_FINGER_C2H2_2	1067	1094	9.30E+00
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1406	1431	1.40E-02
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1236	1259	9.40E-02
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1319	1343	3.70E-03
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1067	1089	1.50E-01
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1349	1369	7.20E+01
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1265	1287	1.70E-02
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1376	1399	3.70E-01
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1437	1460	8.40E-02
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1038	1061	1.10E-01
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1296	1318	1.10E-01
PF3D7_1209300	InterproscanData_RSRC	SM00355	ZnF_C2H2	1098	1120	1.60E+01
PF3D7_1209300	InterproscanData_RSRC	PF00096	zf-C2H2	1265	1287	7.70E-04
PF3D7_1209300	InterproscanData_RSRC	PF00096	zf-C2H2	1067	1089	3.50E-03
PF3D7_1209300	InterproscanData_RSRC	PF13894	zf-C2H2_4	1039	1061	1.50E-01
PF3D7_1209300	InterproscanData_RSRC	PF13894	zf-C2H2_4	1296	1318	1.30E-01
PF3D7_1209300	InterproscanData_RSRC	PF13894	zf-C2H2_4	1238	1259	2.20E-01
PF3D7_1209300	InterproscanData_RSRC	PF13894	zf-C2H2_4	1319	1343	1.20E-01
PF3D7_1209300	InterproscanData_RSRC	PS50157	ZINC_FINGER_C2H2_2	1038	1066	1.20E+01
PF3D7_1209300	InterproscanData_RSRC	PS50157	ZINC_FINGER_C2H2_2	1406	1436	1.10E+01
PF3D7_1209300	InterproscanData_RSRC	PS50157	ZINC_FINGER_C2H2_2	1236	1264	1.10E+01
PF3D7_1209300	InterproscanData_RSRC	PS50157	ZINC_FINGER_C2H2_2	1437	1461	1.00E+01
PF3D7_1209300	InterproscanData_RSRC	PS50157	ZINC_FINGER_C2H2_2	1265	1292	1.10E+01
PF3D7_1209300	InterproscanData_RSRC	SSF57667	53340	1237	1287	5.80E-09
PF3D7_1209400	InterproscanData_RSRC	PS50082	WD_REPEATS_2	355	387	1.30E+01
PF3D7_1209400	InterproscanData_RSRC	PS50082	WD_REPEATS_2	9	50	1.40E+01
PF3D7_1209400	InterproscanData_RSRC	SSF50978	49784	77	170	7.30E-53
PF3D7_1209400	InterproscanData_RSRC	SSF50978	49784	310	396	7.30E-53
PF3D7_1209400	InterproscanData_RSRC	SSF50978	49784	706	788	7.30E-53
PF3D7_1209400	InterproscanData_RSRC	SSF50978	49784	5	44	7.30E-53
PF3D7_1209400	InterproscanData_RSRC	SM00320	WD40	2	41	9.80E-08
PF3D7_1209400	InterproscanData_RSRC	SM00320	WD40	744	788	4.40E-02
PF3D7_1209400	InterproscanData_RSRC	SM00320	WD40	76	116	5.00E-01
PF3D7_1209400	InterproscanData_RSRC	SM00320	WD40	122	161	6.60E-05
PF3D7_1209400	InterproscanData_RSRC	SM00320	WD40	303	343	3.90E-03
PF3D7_1209400	InterproscanData_RSRC	SM00320	WD40	348	387	2.00E-11
PF3D7_1209400	InterproscanData_RSRC	SM00320	WD40	699	739	3.60E-01
PF3D7_1209400	InterproscanData_RSRC	PS50294	WD_REPEATS_REGION	310	396	1.60E+01
PF3D7_1209400	InterproscanData_RSRC	PS50082	WD_REPEATS_2	310	343	9.80E+00
PF3D7_1209400	InterproscanData_RSRC	PS50294	WD_REPEATS_REGION	9	159	1.30E+01
PF3D7_1209400	InterproscanData_RSRC	PS50294	WD_REPEATS_REGION	707	792	1.10E+01
PF3D7_1209400	InterproscanData_RSRC	PS50082	WD_REPEATS_2	752	792	8.90E+00
PF3D7_1209400	InterproscanData_RSRC	PF00400	WD40	310	343	5.80E-04
PF3D7_1209400	InterproscanData_RSRC	PF00400	WD40	86	115	1.40E-02
PF3D7_1209400	InterproscanData_RSRC	PF00400	WD40	5	40	9.40E-10
PF3D7_1209400	InterproscanData_RSRC	PF00400	WD40	127	159	1.90E-07
PF3D7_1209400	InterproscanData_RSRC	PF00400	WD40	710	739	2.60E-02
PF3D7_1209400	InterproscanData_RSRC	PF00400	WD40	753	788	4.70E-06
PF3D7_1209400	InterproscanData_RSRC	PF00400	WD40	349	387	4.80E-13
PF3D7_1209400	InterproscanData_RSRC	PS50082	WD_REPEATS_2	129	159	8.80E+00
PF3D7_1209500	InterproscanData_RSRC	PF00233	PDEase_I	679	907	1.10E-50
PF3D7_1209500	InterproscanData_RSRC	SSF109604	53263	614	947	2.50E-88
PF3D7_1209500	InterproscanData_RSRC	PF00233	PDEase_I	617	845	9.60E-51
PF3D7_1209500	InterproscanData_RSRC	SSF109604	53263	552	885	2.10E-88
PF3D7_1209600	InterproscanData_RSRC	SSF54782	47053	337	426	3.10E-16
PF3D7_1209600	InterproscanData_RSRC	SSF53850	52996	61	262	1.60E-53
PF3D7_1209600	InterproscanData_RSRC	SSF53850	52996	295	336	1.60E-53
PF3D7_1209600	InterproscanData_RSRC	PF01379	Porphobil_deam	62	185	5.50E-32
PF3D7_1209600	InterproscanData_RSRC	PF01379	Porphobil_deam	208	271	1.00E-18
PF3D7_1209600	InterproscanData_RSRC	PF03900	Porphobil_deamC	346	412	6.00E-08
PF3D7_1209800	InterproscanData_RSRC	PF06644	ATP11	18	180	1.10E-25
PF3D7_1209900	InterproscanData_RSRC	SSF52540	53350	722	842	6.40E-50
PF3D7_1209900	InterproscanData_RSRC	SSF52540	53350	514	630	6.40E-50
PF3D7_1209900	InterproscanData_RSRC	SM00382	AAA	563	836	4.20E-11
PF3D7_1209900	InterproscanData_RSRC	PF00005	ABC_tran	554	781	2.30E-26
PF3D7_1209900	InterproscanData_RSRC	PS50929	ABC_TM1F	204	486	3.90E+01
PF3D7_1209900	InterproscanData_RSRC	SSF90123	53060	184	502	2.20E-54
PF3D7_1209900	InterproscanData_RSRC	SSF52540	53350	565	725	8.10E-05
PF3D7_1209900	InterproscanData_RSRC	PF00664	ABC_membrane	205	469	5.10E-26
PF3D7_1209900	InterproscanData_RSRC	PS50893	ABC_TRANSPORTER_2	524	850	1.80E+01
PF3D7_1210000	InterproscanData_RSRC	SSF56808	41157	104	335	1.40E-44
PF3D7_1210000	InterproscanData_RSRC	PF00687	Ribosomal_L1	138	329	2.10E-25
PF3D7_1210100	InterproscanData_RSRC	SM00397	t_SNARE	207	274	5.30E-03
PF3D7_1210100	InterproscanData_RSRC	PS50192	T_SNARE	212	274	1.20E+01
PF3D7_1210200	InterproscanData_RSRC	PS50103	ZF_C3H1	24	52	1.30E+01
PF3D7_1210200	InterproscanData_RSRC	SM00356	ZnF_C3H1	97	123	7.90E-04
PF3D7_1210200	InterproscanData_RSRC	SM00356	ZnF_C3H1	60	86	6.50E+00
PF3D7_1210200	InterproscanData_RSRC	SM00356	ZnF_C3H1	24	51	1.10E+00
PF3D7_1210200	InterproscanData_RSRC	PS50103	ZF_C3H1	60	87	8.40E+00
PF3D7_1210200	InterproscanData_RSRC	SSF90229	52242	94	127	1.10E-06
PF3D7_1210200	InterproscanData_RSRC	SSF90229	52242	21	56	4.20E-07
PF3D7_1210200	InterproscanData_RSRC	PS50103	ZF_C3H1	97	124	1.50E+01
PF3D7_1210400	InterproscanData_RSRC	PF09734	Tau95	35	669	4.40E-115
PF3D7_1210600	InterproscanData_RSRC	SSF50965	47741	399	614	3.40E-17
PF3D7_1210900	InterproscanData_RSRC	PF05007	Mannosyl_trans	141	424	2.10E-63
PF3D7_1211000	InterproscanData_RSRC	PF00225	Kinesin	33	433	7.70E-89
PF3D7_1211000	InterproscanData_RSRC	SM00129	KISc	25	441	4.20E-111
PF3D7_1211000	InterproscanData_RSRC	PS50067	KINESIN_MOTOR_DOMAIN2	24	346	4.40E+01
PF3D7_1211000	InterproscanData_RSRC	SSF52540	53350	28	65	4.90E-93
PF3D7_1211000	InterproscanData_RSRC	SSF52540	53350	98	174	4.90E-93
PF3D7_1211000	InterproscanData_RSRC	SSF52540	53350	201	469	4.90E-93
PF3D7_1211100	InterproscanData_RSRC	PS01031	HSP20	122	217	1.20E+01
PF3D7_1211100	InterproscanData_RSRC	SSF49764	51045	114	229	2.90E-14
PF3D7_1211100	InterproscanData_RSRC	PF00011	HSP20	131	230	4.60E-10
PF3D7_1211300	InterproscanData_RSRC	SSF52540	53350	939	1053	1.00E-33
PF3D7_1211300	InterproscanData_RSRC	SSF52540	53350	669	870	1.00E-33
PF3D7_1211300	InterproscanData_RSRC	SM00350	MCM	250	1039	1.50E-64
PF3D7_1211300	InterproscanData_RSRC	PF00493	MCM	657	1037	2.00E-103
PF3D7_1211300	InterproscanData_RSRC	SSF50249	53338	240	409	2.60E-24
PF3D7_1211300	InterproscanData_RSRC	PS50051	MCM_2	658	865	6.20E+01
PF3D7_1211400	InterproscanData_RSRC	PF00226	DnaJ	6	69	4.20E-29
PF3D7_1211400	InterproscanData_RSRC	SSF46565	50633	3	110	1.00E-31
PF3D7_1211400	InterproscanData_RSRC	PS50076	DNAJ_2	6	72	2.40E+01
PF3D7_1211400	InterproscanData_RSRC	SM00271	DnaJ	5	64	2.50E-31
PF3D7_1211500	InterproscanData_RSRC	PF01084	Ribosomal_S18	236	281	3.20E-13
PF3D7_1211500	InterproscanData_RSRC	SSF46911	38930	211	287	2.40E-16
PF3D7_1211600	InterproscanData_RSRC	SSF54373	52927	2060	2168	1.40E-12
PF3D7_1211600	InterproscanData_RSRC	SSF51905	53322	1069	1139	5.70E-14
PF3D7_1211600	InterproscanData_RSRC	PF13450	NAD_binding_8	1073	1139	4.80E-11
PF3D7_1211600	InterproscanData_RSRC	SSF57903	51161	2850	2909	1.10E-06
PF3D7_1211600	InterproscanData_RSRC	PS50016	ZF_PHD_2	2853	2905	9.40E+00
PF3D7_1211600	InterproscanData_RSRC	SSF51905	53322	2181	2222	1.60E-14
PF3D7_1211600	InterproscanData_RSRC	SSF51905	53322	1769	1798	1.60E-14
PF3D7_1211600	InterproscanData_RSRC	SSF51905	53322	1979	2080	1.60E-14
PF3D7_1211600	InterproscanData_RSRC	SSF51905	53322	1838	1873	1.60E-14
PF3D7_1211600	InterproscanData_RSRC	PF01593	Amino_oxidase	2013	2222	1.50E-27
PF3D7_1211600	InterproscanData_RSRC	SM00249	PHD	2855	2903	1.10E-03
PF3D7_1211700	InterproscanData_RSRC	SSF52540	53350	375	676	7.20E-35
PF3D7_1211700	InterproscanData_RSRC	PS50051	MCM_2	365	570	8.10E+01
PF3D7_1211700	InterproscanData_RSRC	SSF50249	53338	41	320	2.70E-43
PF3D7_1211700	InterproscanData_RSRC	PF14551	MCM_N	40	181	1.50E-06
PF3D7_1211700	InterproscanData_RSRC	SM00350	MCM	161	678	0.00E+00
PF3D7_1211700	InterproscanData_RSRC	PF00493	MCM	354	677	4.00E-130
PF3D7_1211800	InterproscanData_RSRC	SSF54236	53295	304	380	1.30E-34
PF3D7_1211800	InterproscanData_RSRC	PS50053	UBIQUITIN_2	229	304	3.10E+01
PF3D7_1211800	InterproscanData_RSRC	PS50053	UBIQUITIN_2	1	76	3.10E+01
PF3D7_1211800	InterproscanData_RSRC	PS50053	UBIQUITIN_2	77	152	3.10E+01
PF3D7_1211800	InterproscanData_RSRC	PS50053	UBIQUITIN_2	153	228	3.10E+01
PF3D7_1211800	InterproscanData_RSRC	PS50053	UBIQUITIN_2	305	380	3.10E+01
PF3D7_1211800	InterproscanData_RSRC	SSF54236	53295	76	152	1.20E-34
PF3D7_1211800	InterproscanData_RSRC	SSF54236	53295	228	304	1.20E-34
PF3D7_1211800	InterproscanData_RSRC	SSF54236	53295	1	76	4.20E-34
PF3D7_1211800	InterproscanData_RSRC	PF00240	ubiquitin	158	226	3.70E-34
PF3D7_1211800	InterproscanData_RSRC	PF00240	ubiquitin	82	150	3.70E-34
PF3D7_1211800	InterproscanData_RSRC	PF00240	ubiquitin	310	378	3.70E-34
PF3D7_1211800	InterproscanData_RSRC	PF00240	ubiquitin	6	74	3.70E-34
PF3D7_1211800	InterproscanData_RSRC	PF00240	ubiquitin	234	302	3.70E-34
PF3D7_1211800	InterproscanData_RSRC	SSF54236	53295	151	228	9.30E-35
PF3D7_1211800	InterproscanData_RSRC	SM00213	UBQ	77	148	3.70E-36
PF3D7_1211800	InterproscanData_RSRC	SM00213	UBQ	229	300	3.70E-36
PF3D7_1211800	InterproscanData_RSRC	SM00213	UBQ	153	224	3.70E-36
PF3D7_1211800	InterproscanData_RSRC	SM00213	UBQ	1	72	3.70E-36
PF3D7_1211800	InterproscanData_RSRC	SM00213	UBQ	305	376	3.70E-36
PF3D7_1211900	InterproscanData_RSRC	SSF81665	49473	120	231	5.10E-105
PF3D7_1211900	InterproscanData_RSRC	SSF81665	49473	1151	1257	5.10E-105
PF3D7_1211900	InterproscanData_RSRC	SSF81665	49473	913	1047	5.10E-105
PF3D7_1211900	InterproscanData_RSRC	SSF81665	49473	341	443	5.10E-105
PF3D7_1211900	InterproscanData_RSRC	PF00702	Hydrolase	747	877	5.90E-22
PF3D7_1211900	InterproscanData_RSRC	SSF81660	51938	542	753	5.90E-23
PF3D7_1211900	InterproscanData_RSRC	SM00831	Cation_ATPase_N	118	193	3.30E-05
PF3D7_1211900	InterproscanData_RSRC	SSF81653	49471	230	336	2.40E-24
PF3D7_1211900	InterproscanData_RSRC	PF00122	E1-E2_ATPase	200	441	2.70E-59
PF3D7_1211900	InterproscanData_RSRC	PF00689	Cation_ATPase_C	947	1250	1.60E-36
PF3D7_1211900	InterproscanData_RSRC	PF00690	Cation_ATPase_N	119	188	2.60E-15
PF3D7_1211900	InterproscanData_RSRC	SSF56784	53041	447	467	3.10E-52
PF3D7_1211900	InterproscanData_RSRC	SSF56784	53041	687	967	3.10E-52
PF3D7_1211900	InterproscanData_RSRC	PF13246	Hydrolase_like2	552	664	2.40E-12
PF3D7_1211900	InterproscanData_RSRC	TIGR01494	TIGR01494	200	486	2.80E-41
PF3D7_1211900	InterproscanData_RSRC	TIGR01494	TIGR01494	836	949	2.40E-33
PF3D7_1212000	InterproscanData_RSRC	PF00255	GSHPx	44	151	8.80E-32
PF3D7_1212000	InterproscanData_RSRC	PIRSF000303		15	205	5.50E-89
PF3D7_1212000	InterproscanData_RSRC	SSF52833	53320	43	204	3.40E-50
PF3D7_1212000	InterproscanData_RSRC	PS51355	GLUTATHIONE_PEROXID_3	34	205	5.70E+01
PF3D7_1212300	InterproscanData_RSRC	PS50082	WD_REPEATS_2	1095	1137	8.80E+00
PF3D7_1212300	InterproscanData_RSRC	SM00320	WD40	878	925	9.90E+01
PF3D7_1212300	InterproscanData_RSRC	SM00320	WD40	1088	1128	3.10E-03
PF3D7_1212300	InterproscanData_RSRC	SM00320	WD40	828	867	1.20E+00
PF3D7_1212300	InterproscanData_RSRC	SM00320	WD40	1131	1173	2.40E-04
PF3D7_1212300	InterproscanData_RSRC	SSF50978	49784	1058	1212	2.50E-32
PF3D7_1212300	InterproscanData_RSRC	SSF50978	49784	782	926	2.50E-32
PF3D7_1212300	InterproscanData_RSRC	PS50294	WD_REPEATS_REGION	1095	1182	1.20E+01
PF3D7_1212300	InterproscanData_RSRC	PF00400	WD40	1145	1173	2.60E-02
PF3D7_1212300	InterproscanData_RSRC	PF00400	WD40	1095	1128	9.10E-04
PF3D7_1212400	InterproscanData_RSRC	PF07719	TPR_2	222	253	9.50E-05
PF3D7_1212400	InterproscanData_RSRC	SSF48452	52670	140	286	3.10E-19
PF3D7_1212400	InterproscanData_RSRC	PS50005	TPR	221	254	9.50E+00
PF3D7_1212400	InterproscanData_RSRC	SM00028	TPR	187	220	3.00E+01
PF3D7_1212400	InterproscanData_RSRC	SM00028	TPR	221	254	4.40E-03
PF3D7_1212400	InterproscanData_RSRC	PS50293	TPR_REGION	187	254	1.20E+01
PF3D7_1212500	InterproscanData_RSRC	PF01553	Acyltransferase	23	233	2.90E-12
PF3D7_1212500	InterproscanData_RSRC	SSF69593	39877	173	274	1.60E-08
PF3D7_1212500	InterproscanData_RSRC	SSF69593	39877	9	92	4.80E-08
PF3D7_1212500	InterproscanData_RSRC	SM00563	PlsC	37	235	8.00E-04
PF3D7_1212600	InterproscanData_RSRC	PF05620	DUF788	1	72	4.80E-11
PF3D7_1212600	InterproscanData_RSRC	PF05620	DUF788	1	144	5.50E-27
PF3D7_1212700	InterproscanData_RSRC	PF01399	PCI	486	608	1.30E-07
PF3D7_1212800	InterproscanData_RSRC	TIGR00384	TIGR00384	72	294	5.20E-83
PF3D7_1212800	InterproscanData_RSRC	PF13085	Fer2_3	69	175	1.90E-32
PF3D7_1212800	InterproscanData_RSRC	PS51085	2FE2S_FER_2	68	157	9.90E+00
PF3D7_1212800	InterproscanData_RSRC	SSF54292	52773	66	169	5.70E-30
PF3D7_1212800	InterproscanData_RSRC	PF13534	Fer4_17	212	285	1.20E-09
PF3D7_1212800	InterproscanData_RSRC	SSF46548	52034	171	297	1.70E-36
PF3D7_1212800	InterproscanData_RSRC	PS51379	4FE4S_FER_2	203	233	7.70E+00
PF3D7_1212900	InterproscanData_RSRC	SSF47370	48291	485	602	1.40E-31
PF3D7_1212900	InterproscanData_RSRC	SM00297	BROMO	495	605	9.20E-17
PF3D7_1212900	InterproscanData_RSRC	PS50014	BROMODOMAIN_2	514	586	1.60E+01
PF3D7_1212900	InterproscanData_RSRC	PF00439	Bromodomain	506	589	2.00E-19
PF3D7_1213400	InterproscanData_RSRC	SSF117281	52715	139	405	1.60E-31
PF3D7_1213400	InterproscanData_RSRC	PF13415	Kelch_3	320	369	9.40E-06
PF3D7_1213500	InterproscanData_RSRC	PF10192	GpcrRhopsn4	411	662	2.20E-69
PF3D7_1213600	InterproscanData_RSRC	PF01221	Dynein_light	6	93	1.50E-44
PF3D7_1213600	InterproscanData_RSRC	SSF54648	43208	6	93	3.80E-41
PF3D7_1213700	InterproscanData_RSRC	PIRSF000779		1	139	5.80E-72
PF3D7_1213700	InterproscanData_RSRC	SSF50249	53338	4	136	1.70E-35
PF3D7_1213700	InterproscanData_RSRC	SM00658	RPOL8c	3	137	7.30E-28
PF3D7_1213700	InterproscanData_RSRC	PF03870	RNA_pol_Rpb8	8	136	3.60E-29
PF3D7_1213800	InterproscanData_RSRC	SSF64586	41425	656	746	3.10E-18
PF3D7_1213800	InterproscanData_RSRC	PF09180	ProRS-C_1	662	746	7.50E-25
PF3D7_1213800	InterproscanData_RSRC	SSF55826	50454	20	176	1.60E-40
PF3D7_1213800	InterproscanData_RSRC	TIGR00408	TIGR00408	256	746	0.00E+00
PF3D7_1213800	InterproscanData_RSRC	PS50862	AA_TRNA_LIGASE_II	283	532	2.10E+01
PF3D7_1213800	InterproscanData_RSRC	SSF52954	52834	527	653	2.40E-30
PF3D7_1213800	InterproscanData_RSRC	PF03129	HGTP_anticodon	539	630	3.70E-18
PF3D7_1213800	InterproscanData_RSRC	PF00587	tRNA-synt_2b	297	467	1.90E-19
PF3D7_1213800	InterproscanData_RSRC	SM00946	ProRS-C_1	662	746	5.50E-33
PF3D7_1213800	InterproscanData_RSRC	PF04073	tRNA_edit	41	163	1.40E-26
PF3D7_1213800	InterproscanData_RSRC	SSF55681	52835	260	526	1.60E-75
PF3D7_1213900	InterproscanData_RSRC	PS51363	W2	969	1137	1.80E+01
PF3D7_1213900	InterproscanData_RSRC	SSF53448	53095	412	496	1.30E-06
PF3D7_1213900	InterproscanData_RSRC	SSF53448	53095	569	611	1.30E-06
PF3D7_1213900	InterproscanData_RSRC	SSF53448	53095	31	164	2.80E-12
PF3D7_1213900	InterproscanData_RSRC	PF00132	Hexapep	561	593	1.80E-03
PF3D7_1213900	InterproscanData_RSRC	SSF48371	53212	974	1135	8.60E-23
PF3D7_1213900	InterproscanData_RSRC	SSF51161	53166	514	637	4.90E-21
PF3D7_1214100	InterproscanData_RSRC	SSF53649	53063	145	314	6.80E-13
PF3D7_1214100	InterproscanData_RSRC	SSF53649	53063	88	109	6.80E-13
PF3D7_1214200	InterproscanData_RSRC	SSF82199	48273	32	175	2.80E-22
PF3D7_1214200	InterproscanData_RSRC	PIRSF022536		2	178	2.80E-08
PF3D7_1214200	InterproscanData_RSRC	PS50280	SET	34	170	1.30E+01
PF3D7_1214200	InterproscanData_RSRC	SM00317	SET	34	176	1.20E-03
PF3D7_1214200	InterproscanData_RSRC	PF00856	SET	45	170	1.10E-10
PF3D7_1214300	InterproscanData_RSRC	PF13249	Prenyltrans_2	222	341	1.20E-10
PF3D7_1214300	InterproscanData_RSRC	SSF48239	53354	5	81	1.70E-59
PF3D7_1214300	InterproscanData_RSRC	SSF48239	53354	114	431	1.70E-59
PF3D7_1214400	InterproscanData_RSRC	PF07019	Rab5ip	39	114	6.60E-14
PF3D7_1214600	InterproscanData_RSRC	PF00111	Fer2	49	130	1.30E-09
PF3D7_1214600	InterproscanData_RSRC	SSF54292	52773	45	144	9.70E-30
PF3D7_1214600	InterproscanData_RSRC	PS51085	2FE2S_FER_2	43	145	1.10E+01
PF3D7_1215000	InterproscanData_RSRC	PS51352	THIOREDOXIN_2	20	179	1.50E+01
PF3D7_1215000	InterproscanData_RSRC	SSF52833	53320	22	212	1.00E-60
PF3D7_1215000	InterproscanData_RSRC	PF00578	AhpC-TSA	22	155	2.50E-30
PF3D7_1215000	InterproscanData_RSRC	PIRSF000239		6	215	2.50E-56
PF3D7_1215000	InterproscanData_RSRC	PF10417	1-cysPrx_C	177	204	2.70E-07
PF3D7_1215100	InterproscanData_RSRC	PF07738	Sad1_UNC	889	946	7.70E-08
PF3D7_1215100	InterproscanData_RSRC	PF07738	Sad1_UNC	777	857	2.70E-11
PF3D7_1215100	InterproscanData_RSRC	PS51469	SUN	735	948	3.00E+01
PF3D7_1215200	InterproscanData_RSRC	PF00160	Pro_isomerase	66	222	7.50E-28
PF3D7_1215200	InterproscanData_RSRC	SSF50891	52763	55	228	5.00E-48
PF3D7_1215200	InterproscanData_RSRC	PS50072	CSA_PPIASE_2	65	223	2.80E+01
PF3D7_1215300	InterproscanData_RSRC	SSF50129	51263	6	101	3.40E-28
PF3D7_1215300	InterproscanData_RSRC	SM00883	Cpn10	8	100	8.60E-38
PF3D7_1215300	InterproscanData_RSRC	PF00166	Cpn10	8	100	2.00E-27
PF3D7_1215500	InterproscanData_RSRC	SSF47391	52552	26	66	6.50E-09
PF3D7_1215500	InterproscanData_RSRC	PF02197	RIIa	33	63	1.30E-04
PF3D7_1215600	InterproscanData_RSRC	PF07896	DUF1674	109	140	8.50E-06
PF3D7_1215900	InterproscanData_RSRC	PF06814	Lung_7-TM_R	339	624	8.20E-38
PF3D7_1216000	InterproscanData_RSRC	PS50862	AA_TRNA_LIGASE_II	352	601	2.40E+01
PF3D7_1216000	InterproscanData_RSRC	PF00587	tRNA-synt_2b	353	531	1.80E-26
PF3D7_1216000	InterproscanData_RSRC	SSF55681	52835	318	613	3.70E-63
PF3D7_1216000	InterproscanData_RSRC	TIGR00414	TIGR00414	190	608	3.40E-96
PF3D7_1216200	InterproscanData_RSRC	PIRSF000114		12	365	0.00E+00
PF3D7_1216200	InterproscanData_RSRC	PF01210	NAD_Gly3P_dh_N	15	186	1.10E-42
PF3D7_1216200	InterproscanData_RSRC	SSF48179	52836	207	363	4.80E-38
PF3D7_1216200	InterproscanData_RSRC	PF07479	NAD_Gly3P_dh_C	208	355	2.80E-39
PF3D7_1216200	InterproscanData_RSRC	SSF51735	53383	14	205	3.20E-34
PF3D7_1216200	InterproscanData_RSRC	TIGR03376	TIGR03376	15	355	3.60E-114
PF3D7_1216300	InterproscanData_RSRC	SSF69695	40576	29	127	6.40E-31
PF3D7_1216300	InterproscanData_RSRC	PF01922	SRP19	37	126	2.50E-28
PF3D7_1216700	InterproscanData_RSRC	PS51412	MACPF_2	387	801	2.20E+01
PF3D7_1216700	InterproscanData_RSRC	PF01823	MACPF	562	786	5.90E-36
PF3D7_1216900	InterproscanData_RSRC	PF00226	DnaJ	178	295	1.60E-12
PF3D7_1216900	InterproscanData_RSRC	PS51293	SANT	765	820	9.40E+00
PF3D7_1216900	InterproscanData_RSRC	SM00717	SANT	766	818	1.20E-06
PF3D7_1216900	InterproscanData_RSRC	SM00717	SANT	877	931	1.30E-04
PF3D7_1216900	InterproscanData_RSRC	SSF46689	53366	878	930	2.50E-05
PF3D7_1216900	InterproscanData_RSRC	PS50076	DNAJ_2	178	298	1.30E+01
PF3D7_1216900	InterproscanData_RSRC	SSF46565	50633	133	217	3.40E-12
PF3D7_1216900	InterproscanData_RSRC	SM00271	DnaJ	177	290	6.40E-08
PF3D7_1216900	InterproscanData_RSRC	SSF46689	53366	768	820	7.00E-08
PF3D7_1216900	InterproscanData_RSRC	PS51293	SANT	876	933	6.20E+00
PF3D7_1217100	InterproscanData_RSRC	SSF56726	36260	35	325	5.40E-69
PF3D7_1217100	InterproscanData_RSRC	PF04406	TP6A_N	33	98	2.70E-18
PF3D7_1217100	InterproscanData_RSRC	PF04406	TP6A_N	33	98	2.40E-18
PF3D7_1217100	InterproscanData_RSRC	SSF56726	36260	35	305	5.40E-64
PF3D7_1217200	InterproscanData_RSRC	PS50102	RRM	983	1060	1.90E+01
PF3D7_1217200	InterproscanData_RSRC	PF14259	RRM_6	863	944	3.50E-06
PF3D7_1217200	InterproscanData_RSRC	SSF54928	53313	982	1060	9.40E-24
PF3D7_1217200	InterproscanData_RSRC	SSF54928	53313	859	959	2.00E-15
PF3D7_1217200	InterproscanData_RSRC	PS50102	RRM	861	955	1.30E+01
PF3D7_1217200	InterproscanData_RSRC	PS50102	RRM	703	775	9.20E+00
PF3D7_1217200	InterproscanData_RSRC	PF00076	RRM_1	985	1052	2.00E-17
PF3D7_1217200	InterproscanData_RSRC	PF00076	RRM_1	705	756	6.20E-06
PF3D7_1217200	InterproscanData_RSRC	SM00360	RRM	46	131	1.30E-03
PF3D7_1217200	InterproscanData_RSRC	SM00360	RRM	704	771	6.60E-07
PF3D7_1217200	InterproscanData_RSRC	SM00360	RRM	984	1056	2.70E-22
PF3D7_1217200	InterproscanData_RSRC	SM00360	RRM	377	528	2.00E-03
